Nome,TipoPosto,Municipio,Preco,Marca,Combustivel,DataAtualizacao,Distrito,Morada,Localidade,CodPostal,Latitude,Longitude,Preco_num
E.S. CAVERNAES B,Outro,Viseu,"2,139 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Viseu,Cavernães,Viseu,3500-000,40.716869,-7.831481,2.139
E.S. CAVERNAES B,Outro,Viseu,"2,199 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Viseu,Cavernães,Viseu,3500-000,40.716869,-7.831481,2.199
E.S. CAVERNAES B,Outro,Viseu,"1,969 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Viseu,Cavernães,Viseu,3500-000,40.716869,-7.831481,1.969
E.S. CAVERNAES B,Outro,Viseu,"2,149 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Viseu,Cavernães,Viseu,3500-000,40.716869,-7.831481,2.149
E.S. CABECA SANTA,Outro,Penafiel,"2,169 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,AV CABECA SANTA 449,Penafiel,4575-122,41.13445,-8.29381,2.169
E.S. CABECA SANTA,Outro,Penafiel,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,AV CABECA SANTA 449,Penafiel,4575-122,41.13445,-8.29381,2.209
E.S. CABECA SANTA,Outro,Penafiel,"1,999 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,AV CABECA SANTA 449,Penafiel,4575-122,41.13445,-8.29381,1.999
E.S. CABECA SANTA,Outro,Penafiel,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Porto,AV CABECA SANTA 449,Penafiel,4575-122,41.13445,-8.29381,2.169
E.S. CETE - PAREDES,Outro,Paredes,"2,159 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,AV PONTE DE AREIAS,Paredes,4580-311,41.172362,-8.349902,2.159
E.S. CETE - PAREDES,Outro,Paredes,"2,219 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,AV PONTE DE AREIAS,Paredes,4580-311,41.172362,-8.349902,2.219
E.S. CETE - PAREDES,Outro,Paredes,"1,989 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,AV PONTE DE AREIAS,Paredes,4580-311,41.172362,-8.349902,1.989
E.S. CETE - PAREDES,Outro,Paredes,"2,179 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Porto,AV PONTE DE AREIAS,Paredes,4580-311,41.172362,-8.349902,2.179
E.S. BROALHOS,Outro,Gondomar,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,Av. Central Broalhos nº 429,Medas,4420-000,41.0736,-8.45808,2.199
E.S. BROALHOS,Outro,Gondomar,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,Av. Central Broalhos nº 429,Medas,4420-000,41.0736,-8.45808,2.269
E.S. BROALHOS,Outro,Gondomar,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,Av. Central Broalhos nº 429,Medas,4420-000,41.0736,-8.45808,2.014
E.S. BROALHOS,Outro,Gondomar,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Porto,Av. Central Broalhos nº 429,Medas,4420-000,41.0736,-8.45808,2.214
E.S. ENTRE-OS-RIOS,Outro,Penafiel,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Porto,Lugar da Torre,Portela,4575-000,41.10232,-8.29227,2.169
E.S. MOREIRA DA MAIA,Outro,Maia,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,"EN 13 Km 8,4",Moreira da Maia- Guardeiras,4470-000,41.24843,-8.6488,2.199
E.S. MOREIRA DA MAIA,Outro,Maia,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,"EN 13 Km 8,4",Moreira da Maia- Guardeiras,4470-000,41.24843,-8.6488,2.269
E.S. MOREIRA DA MAIA,Outro,Maia,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,"EN 13 Km 8,4",Moreira da Maia- Guardeiras,4470-000,41.24843,-8.6488,2.014
E.S. MOREIRA DA MAIA,Outro,Maia,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Porto,"EN 13 Km 8,4",Moreira da Maia- Guardeiras,4470-000,41.24843,-8.6488,2.214
E.S. SALVATERRA DE MAGOS,Outro,Salvaterra de Magos,"2,159 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Santarém,"EN 118 Km 47,1",Salvaterra de Magos,2120-000,39.02391,-8.79299,2.159
E.S. SALVATERRA DE MAGOS,Outro,Salvaterra de Magos,"2,219 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Santarém,"EN 118 Km 47,1",Salvaterra de Magos,2120-000,39.02391,-8.79299,2.219
E.S. SALVATERRA DE MAGOS,Outro,Salvaterra de Magos,"1,989 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Santarém,"EN 118 Km 47,1",Salvaterra de Magos,2120-000,39.02391,-8.79299,1.989
E.S. ALTO DO VALE,Outro,Santarém,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Santarém,EN 3,Alto do Vale,2005-050,39.18865,-8.74745,2.169
E.S. TOMAR CENTRO,Outro,Tomar,"2,169 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Santarém,Rua de Coimbra,Tomar,2300-471,39.60909,-8.40244,2.169
E.S. TOMAR CENTRO,Outro,Tomar,"2,219 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Santarém,Rua de Coimbra,Tomar,2300-471,39.60909,-8.40244,2.219
E.S. TOMAR CENTRO,Outro,Tomar,"1,999 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Santarém,Rua de Coimbra,Tomar,2300-471,39.60909,-8.40244,1.999
E.S. TOMAR CENTRO,Outro,Tomar,"2,179 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Santarém,Rua de Coimbra,Tomar,2300-471,39.60909,-8.40244,2.179
E.S. PONTE CHAMUSCA,Outro,Chamusca,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Santarém,Ponte da Chamusca,Ponte da Chamusca,2140-000,39.37976,-8.45504,2.149
E.S. PONTE CHAMUSCA,Outro,Chamusca,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Santarém,Ponte da Chamusca,Ponte da Chamusca,2140-000,39.37976,-8.45504,2.209
E.S. PONTE CHAMUSCA,Outro,Chamusca,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Santarém,Ponte da Chamusca,Ponte da Chamusca,2140-000,39.37976,-8.45504,1.979
E.S. PONTE CHAMUSCA,Outro,Chamusca,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Santarém,Ponte da Chamusca,Ponte da Chamusca,2140-000,39.37976,-8.45504,2.169
E.S. V. N. BARQUINHA,Outro,Vila Nova da Barquinha,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Santarém,EN 3,Vila Nova da Barquinha,2260-000,39.45877,-8.42836,2.149
E.S. V. N. BARQUINHA,Outro,Vila Nova da Barquinha,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Santarém,EN 3,Vila Nova da Barquinha,2260-000,39.45877,-8.42836,2.209
E.S. V. N. BARQUINHA,Outro,Vila Nova da Barquinha,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Santarém,EN 3,Vila Nova da Barquinha,2260-000,39.45877,-8.42836,1.979
E.S. PINHAL NOVO,Outro,Palmela,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Setúbal,"EM 533-1, Fonte da Vaca",Pinhal Novo,2955-001,38.63061,-8.92369,2.149
E.S. PINHAL NOVO,Outro,Palmela,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Setúbal,"EM 533-1, Fonte da Vaca",Pinhal Novo,2955-001,38.63061,-8.92369,2.209
E.S. PINHAL NOVO,Outro,Palmela,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Setúbal,"EM 533-1, Fonte da Vaca",Pinhal Novo,2955-001,38.63061,-8.92369,1.979
E.S. SETUBAL,Outro,Setúbal,"2,139 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Setúbal,EN 10,Rio Figueira,2900-000,38.5307,-8.89874,2.139
E.S. SETUBAL,Outro,Setúbal,"2,189 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Setúbal,EN 10,Rio Figueira,2900-000,38.5307,-8.89874,2.189
E.S. SETUBAL,Outro,Setúbal,"1,969 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Setúbal,EN 10,Rio Figueira,2900-000,38.5307,-8.89874,1.969
E.S. BREJOS AZEITAO A,Outro,Setúbal,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Setúbal,EN 10 - Km24 - Norte-Sul,Azeitão,2925-742,38.530392,-9.021092,2.149
E.S. BREJOS AZEITAO A,Outro,Setúbal,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Setúbal,EN 10 - Km24 - Norte-Sul,Azeitão,2925-742,38.530392,-9.021092,2.209
E.S. BREJOS AZEITAO A,Outro,Setúbal,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Setúbal,EN 10 - Km24 - Norte-Sul,Azeitão,2925-742,38.530392,-9.021092,1.979
E.S. BREJOS AZEITAO A,Outro,Setúbal,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Setúbal,EN 10 - Km24 - Norte-Sul,Azeitão,2925-742,38.530392,-9.021092,2.169
E.S. BREJOS AZEITAO B,Outro,Setúbal,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Setúbal,EN 10 - Km24 - Sul-Norte,Azeitão,2925-742,38.530658,-9.020781,2.149
E.S. BREJOS AZEITAO B,Outro,Setúbal,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Setúbal,EN 10 - Km24 - Sul-Norte,Azeitão,2925-742,38.530658,-9.020781,1.979
E.S. MAÇA,Outro,Sesimbra,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Setúbal,"EN 379 Km 13,830 D",Maca Castelo,2970-139,38.473275,-9.08315,2.149
E.S. MAÇA,Outro,Sesimbra,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Setúbal,"EN 379 Km 13,830 D",Maca Castelo,2970-139,38.473275,-9.08315,2.209
E.S. MAÇA,Outro,Sesimbra,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Setúbal,"EN 379 Km 13,830 D",Maca Castelo,2970-139,38.473275,-9.08315,1.979
E.S. MAÇA,Outro,Sesimbra,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Setúbal,"EN 379 Km 13,830 D",Maca Castelo,2970-139,38.473275,-9.08315,2.169
E.S. MONTIJO II,Outro,Montijo,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Setúbal,Av. Olivença,Montijo,2870-000,38.71191,-8.966,2.149
E.S. MONTIJO II,Outro,Montijo,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Setúbal,Av. Olivença,Montijo,2870-000,38.71191,-8.966,2.209
E.S. MONTIJO II,Outro,Montijo,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Setúbal,Av. Olivença,Montijo,2870-000,38.71191,-8.966,1.979
E.S. LAGOÍNHA,Outro,Palmela,"2,159 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Setúbal,Estrada Camarária nº 1029,Palmela - Lagoinha,2950-000,38.606044,-8.927658,2.159
E.S. LAGOÍNHA,Outro,Palmela,"2,219 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Setúbal,Estrada Camarária nº 1029,Palmela - Lagoinha,2950-000,38.606044,-8.927658,2.219
E.S. LAGOÍNHA,Outro,Palmela,"1,989 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Setúbal,Estrada Camarária nº 1029,Palmela - Lagoinha,2950-000,38.606044,-8.927658,1.989
E.S. LAGOÍNHA,Outro,Palmela,"2,179 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Setúbal,Estrada Camarária nº 1029,Palmela - Lagoinha,2950-000,38.606044,-8.927658,2.179
E.S. FAIAS,Outro,Montijo,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Setúbal,EN 4 Km 30,Faias,2985-000,38.69393,-8.77066,2.149
E.S. FAIAS,Outro,Montijo,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Setúbal,EN 4 Km 30,Faias,2985-000,38.69393,-8.77066,2.209
E.S. FAIAS,Outro,Montijo,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Setúbal,EN 4 Km 30,Faias,2985-000,38.69393,-8.77066,1.979
E.S. MAKRO-PALMELA,Outro,Palmela,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Setúbal,Quinta da Marquesa CABANAS - Quinta do Anjo,Palmela,2950-001,38.57845,-9.0067,2.149
E.S. MAKRO-PALMELA,Outro,Palmela,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Setúbal,Quinta da Marquesa CABANAS - Quinta do Anjo,Palmela,2950-001,38.57845,-9.0067,2.209
E.S. MAKRO-PALMELA,Outro,Palmela,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Setúbal,Quinta da Marquesa CABANAS - Quinta do Anjo,Palmela,2950-001,38.57845,-9.0067,1.979
E.S. TOCHA A,Outro,Cantanhede,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Coimbra,EN 109,Inácios,3060-000,40.303283,-8.75867,2.169
E.S. TOCHA B,Outro,Cantanhede,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Coimbra,"EN 109 KM 98,5 LUGAR DE INÁCIOS",Tocha,3060-701,40.30343,-8.75902,2.169
E.S. CONDEIXA B,Outro,Coimbra,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Coimbra,EN 1,Condeixa,3150-000,40.12586,-8.48868,2.149
E.S. CONDEIXA B,Outro,Coimbra,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Coimbra,EN 1,Condeixa,3150-000,40.12586,-8.48868,2.209
E.S. CONDEIXA B,Outro,Coimbra,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Coimbra,EN 1,Condeixa,3150-000,40.12586,-8.48868,1.979
E.S. CONDEIXA B,Outro,Coimbra,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Coimbra,EN 1,Condeixa,3150-000,40.12586,-8.48868,2.169
E.S. CANTANHEDE,Outro,Cantanhede,"2,179 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Coimbra,EN 234 (Av. de Portugal),Cantanhede,3060-000,40.344141,-8.581877,2.179
E.S. MONTEMOR,Outro,Montemor-o-Novo,"2,179 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Évora,Av. Gago Coutinho nº 17,Montemor-o-Novo,7050-000,38.65013,-8.21908,2.179
E.S. PORTELA DE MESSINES,Outro,Silves,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Faro,EN 124,Portela de Messines-Sítio de Combros ou Abertas,8375-066,37.247244,-8.254897,2.199
E.S. PORTELA DE MESSINES,Outro,Silves,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Faro,EN 124,Portela de Messines-Sítio de Combros ou Abertas,8375-066,37.247244,-8.254897,2.269
E.S. PORTELA DE MESSINES,Outro,Silves,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Faro,EN 124,Portela de Messines-Sítio de Combros ou Abertas,8375-066,37.247244,-8.254897,2.014
E.S. PORTIMAO-DIQUE,Outro,Portimão,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Faro,Av. Um e Dois da Zona do Dique,Portimão,8500-000,37.13555,-8.53549,2.214
E.S. S. BARTOLOMEU MESSINES,Outro,Silves,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Faro,"EN 12 Km 33,6",Barrada Amorosa - Silves,8375-010,37.25742,-8.30701,2.199
E.S. S. BARTOLOMEU MESSINES,Outro,Silves,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Faro,"EN 12 Km 33,6",Barrada Amorosa - Silves,8375-010,37.25742,-8.30701,2.269
E.S. S. BARTOLOMEU MESSINES,Outro,Silves,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Faro,"EN 12 Km 33,6",Barrada Amorosa - Silves,8375-010,37.25742,-8.30701,2.014
E.S. S. BARTOLOMEU MESSINES,Outro,Silves,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Faro,"EN 12 Km 33,6",Barrada Amorosa - Silves,8375-010,37.25742,-8.30701,2.214
E.S. V. R. S. ANTONIO,Outro,Vila Real de Santo António,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Faro,Av. da República nº 110,Vila Real de Santo António,8900-000,37.19667,-7.41454,2.149
E.S. V. R. S. ANTONIO,Outro,Vila Real de Santo António,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Faro,Av. da República nº 110,Vila Real de Santo António,8900-000,37.19667,-7.41454,2.209
E.S. V. R. S. ANTONIO,Outro,Vila Real de Santo António,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Faro,Av. da República nº 110,Vila Real de Santo António,8900-000,37.19667,-7.41454,1.979
E.S. V. R. S. ANTONIO,Outro,Vila Real de Santo António,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Faro,Av. da República nº 110,Vila Real de Santo António,8900-000,37.19667,-7.41454,2.169
E.S. LAGOS II,Outro,Lagos,"2,149 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Faro,Av. dos Descobrimentos,Lagos,8600-000,37.105,-8.67349,2.149
E.S. ROGIL,Outro,Aljezur,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Faro,Av. 16 de Junho nº 81,Rogil,8670-352,37.3717,-8.79994,2.214
E.S. PORTIMAO-VIA V6,Outro,Portimão,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Faro,V6,S. Sebastiao,8500-000,37.13755,-8.54631,2.214
E.S. BENAFIM,Outro,Loulé,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Faro,Rua António Provisório nº 9\r\nBairro Novo,Bairro Novo Benafim,8100-351,37.23298,-8.12158,2.199
E.S. BENAFIM,Outro,Loulé,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Faro,Rua António Provisório nº 9\r\nBairro Novo,Bairro Novo Benafim,8100-351,37.23298,-8.12158,2.269
E.S. BENAFIM,Outro,Loulé,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Faro,Rua António Provisório nº 9\r\nBairro Novo,Bairro Novo Benafim,8100-351,37.23298,-8.12158,2.014
E.S. BENAFIM,Outro,Loulé,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Faro,Rua António Provisório nº 9\r\nBairro Novo,Bairro Novo Benafim,8100-351,37.23298,-8.12158,2.214
E.S. TAVIRA,Outro,Tavira,"2,159 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Faro,Rua das Salinas,Tavira,8800-201,37.12401,-7.6454,2.159
E.S. TAVIRA,Outro,Tavira,"2,219 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Faro,Rua das Salinas,Tavira,8800-201,37.12401,-7.6454,2.219
E.S. TAVIRA,Outro,Tavira,"1,989 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Faro,Rua das Salinas,Tavira,8800-201,37.12401,-7.6454,1.989
E.S. TAVIRA,Outro,Tavira,"2,179 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Faro,Rua das Salinas,Tavira,8800-201,37.12401,-7.6454,2.179
E.S. CELORICO DA BEIRA 2,Outro,Celorico da Beira,"2,159 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Guarda,EN 102  s/n Lugar dos Cabeços,Celorico da Beira,6360-375,40.65137,-7.38352,2.159
E.S. CELORICO DA BEIRA 2,Outro,Celorico da Beira,"2,229 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Guarda,EN 102  s/n Lugar dos Cabeços,Celorico da Beira,6360-375,40.65137,-7.38352,2.229
E.S. CELORICO DA BEIRA 2,Outro,Celorico da Beira,"1,989 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Guarda,EN 102  s/n Lugar dos Cabeços,Celorico da Beira,6360-375,40.65137,-7.38352,1.989
E.S. CELORICO DA BEIRA 2,Outro,Celorico da Beira,"2,189 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Guarda,EN 102  s/n Lugar dos Cabeços,Celorico da Beira,6360-375,40.65137,-7.38352,2.189
E.S. GUARDA-DORNA,Outro,Guarda,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Guarda,Av. Sá Carneiro,Rasa (Dorna),6301-000,40.53936,-7.27605,2.149
E.S. GUARDA-DORNA,Outro,Guarda,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Guarda,Av. Sá Carneiro,Rasa (Dorna),6301-000,40.53936,-7.27605,2.209
E.S. GUARDA-DORNA,Outro,Guarda,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Guarda,Av. Sá Carneiro,Rasa (Dorna),6301-000,40.53936,-7.27605,1.979
E.S. GUARDA-DORNA,Outro,Guarda,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Guarda,Av. Sá Carneiro,Rasa (Dorna),6301-000,40.53936,-7.27605,2.169
E.S. GUARDA - MILEU,Outro,Guarda,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Guarda,Av. Cidade de Bejar,Castelos Velhos,6300-373,40.54162,-7.2607,2.149
E.S. GUARDA - MILEU,Outro,Guarda,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Guarda,Av. Cidade de Bejar,Castelos Velhos,6300-373,40.54162,-7.2607,2.209
E.S. GUARDA - MILEU,Outro,Guarda,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Guarda,Av. Cidade de Bejar,Castelos Velhos,6300-373,40.54162,-7.2607,1.979
E.S. GUARDA - MILEU,Outro,Guarda,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Guarda,Av. Cidade de Bejar,Castelos Velhos,6300-373,40.54162,-7.2607,2.169
E.S. GUARDA-GARE,Outro,Guarda,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Guarda,Av. da Estação,Guarda,6300-000,40.551327,-7.243283,2.149
E.S. GUARDA-GARE,Outro,Guarda,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Guarda,Av. da Estação,Guarda,6300-000,40.551327,-7.243283,2.209
E.S. GUARDA-GARE,Outro,Guarda,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Guarda,Av. da Estação,Guarda,6300-000,40.551327,-7.243283,1.979
E.S. GUARDA-GARE,Outro,Guarda,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Guarda,Av. da Estação,Guarda,6300-000,40.551327,-7.243283,2.169
E.S. S. JORGE BATALHA B,Outro,Batalha,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Leiria,"IC2, nº17, Casal da Amieira",Batalha,2440-477,39.64344,-8.84351,2.199
E.S. S. JORGE BATALHA B,Outro,Batalha,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Leiria,"IC2, nº17, Casal da Amieira",Batalha,2440-477,39.64344,-8.84351,2.269
E.S. S. JORGE BATALHA B,Outro,Batalha,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Leiria,"IC2, nº17, Casal da Amieira",Batalha,2440-477,39.64344,-8.84351,2.014
E.S. S. JORGE BATALHA B,Outro,Batalha,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Leiria,"IC2, nº17, Casal da Amieira",Batalha,2440-477,39.64344,-8.84351,2.214
E.S. C. RAINHA-LAVRADIO II,Outro,Caldas da Rainha,"2,159 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Leiria,EN 8  - Lavradio,Estrada Tornada,2500-186,39.419611,-9.132369,2.159
E.S. C. RAINHA-LAVRADIO II,Outro,Caldas da Rainha,"2,219 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Leiria,EN 8  - Lavradio,Estrada Tornada,2500-186,39.419611,-9.132369,2.219
E.S. C. RAINHA-LAVRADIO II,Outro,Caldas da Rainha,"1,989 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Leiria,EN 8  - Lavradio,Estrada Tornada,2500-186,39.419611,-9.132369,1.989
E.S. C. RAINHA-LAVRADIO II,Outro,Caldas da Rainha,"2,179 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Leiria,EN 8  - Lavradio,Estrada Tornada,2500-186,39.419611,-9.132369,2.179
E.S. PEDROGAO GRANDE,Outro,Pedrógão Grande,"2,159 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Leiria,Lugar Picha,Horta,3270-000,39.97154,-8.14697,2.159
E.S. PEDROGAO GRANDE,Outro,Pedrógão Grande,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Leiria,Lugar Picha,Horta,3270-000,39.97154,-8.14697,2.209
E.S. PEDROGAO GRANDE,Outro,Pedrógão Grande,"1,989 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Leiria,Lugar Picha,Horta,3270-000,39.97154,-8.14697,1.989
E.S. PEDROGAO GRANDE,Outro,Pedrógão Grande,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Leiria,Lugar Picha,Horta,3270-000,39.97154,-8.14697,2.169
E.S. VALADO FRADES,Outro,Nazaré,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Leiria,EN8-5,Valado de Frades,2450-338,39.5835,-9.0126,2.199
E.S. VALADO FRADES,Outro,Nazaré,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Leiria,EN8-5,Valado de Frades,2450-338,39.5835,-9.0126,2.269
E.S. VALADO FRADES,Outro,Nazaré,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Leiria,EN8-5,Valado de Frades,2450-338,39.5835,-9.0126,2.014
E.S. VALADO FRADES,Outro,Nazaré,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Leiria,EN8-5,Valado de Frades,2450-338,39.5835,-9.0126,2.214
E.S. CALDAS II,Outro,Caldas da Rainha,"2,159 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Leiria,Av. Infante D. Henrique nº 30\r\n\r\nNossa Senhora do Pópulo\r\n,Caldas da Rainha,2500-918,39.416164,-9.149008,2.159
E.S. CALDAS II,Outro,Caldas da Rainha,"2,219 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Leiria,Av. Infante D. Henrique nº 30\r\n\r\nNossa Senhora do Pópulo\r\n,Caldas da Rainha,2500-918,39.416164,-9.149008,2.219
