Nome,TipoPosto,Municipio,Preco,Marca,Combustivel,DataAtualizacao,Distrito,Morada,Localidade,CodPostal,Latitude,Longitude,Preco_num
CANTANHEDE,Outro,Cantanhede,"2,354 €",BP,Gasóleo especial,2026-03-31 08:55:00,Coimbra,"Rotunda da EN 234/EN 234-1 Km 1,6",Cantanhede,3060-124,40.34788,-8.58496,2.354
CANTANHEDE,Outro,Cantanhede,"1,989 €",BP,Gasolina simples 95,2026-03-31 08:55:00,Coimbra,"Rotunda da EN 234/EN 234-1 Km 1,6",Cantanhede,3060-124,40.34788,-8.58496,1.989
CANTANHEDE,Outro,Cantanhede,"2,249 €",BP,Gasolina especial 98,2026-03-31 08:55:00,Coimbra,"Rotunda da EN 234/EN 234-1 Km 1,6",Cantanhede,3060-124,40.34788,-8.58496,2.249
BP Montijo (Rotunda),Outro,Montijo,"2,194 €",BP,Gasóleo simples,2026-03-31 08:55:00,Setúbal,Alto das Vinhas Grandes,Montijo,2870-028,38.707297,-8.944502,2.194
BP Montijo (Rotunda),Outro,Montijo,"2,354 €",BP,Gasóleo especial,2026-03-31 08:55:00,Setúbal,Alto das Vinhas Grandes,Montijo,2870-028,38.707297,-8.944502,2.354
BP Montijo (Rotunda),Outro,Montijo,"1,999 €",BP,Gasolina simples 95,2026-03-31 08:55:00,Setúbal,Alto das Vinhas Grandes,Montijo,2870-028,38.707297,-8.944502,1.999
LISBOA - R. DOMINGOS SEQUEIRA,Outro,Lisboa,"2,234 €",BP,Gasóleo simples,2026-03-31 09:00:00,Lisboa,Rua Domingos Sequeira nº 20,Lisboa,1350-122,38.714312,-9.161721,2.234
LISBOA - R. DOMINGOS SEQUEIRA,Outro,Lisboa,"2,354 €",BP,Gasóleo especial,2026-03-31 09:00:00,Lisboa,Rua Domingos Sequeira nº 20,Lisboa,1350-122,38.714312,-9.161721,2.354
LISBOA - R. DOMINGOS SEQUEIRA,Outro,Lisboa,"2,039 €",BP,Gasolina simples 95,2026-03-31 09:00:00,Lisboa,Rua Domingos Sequeira nº 20,Lisboa,1350-122,38.714312,-9.161721,2.039
LISBOA - R. DOMINGOS SEQUEIRA,Outro,Lisboa,"2,249 €",BP,Gasolina especial 98,2026-03-31 09:00:00,Lisboa,Rua Domingos Sequeira nº 20,Lisboa,1350-122,38.714312,-9.161721,2.249
INTERMARCHÉ DA BENEDITA,Outro,Alcobaça,"1,989 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 09:00:00,Leiria,"E.N 8-6 KM 15,7 \r\nBENEDITA",Benedita,2475-022,39.43317,-8.9799,1.989
INTERMARCHÉ DA BENEDITA,Outro,Alcobaça,"2,029 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 09:00:00,Leiria,"E.N 8-6 KM 15,7 \r\nBENEDITA",Benedita,2475-022,39.43317,-8.9799,2.029
INTERMARCHÉ DA BENEDITA,Outro,Alcobaça,"1,809 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 09:00:00,Leiria,"E.N 8-6 KM 15,7 \r\nBENEDITA",Benedita,2475-022,39.43317,-8.9799,1.809
GALP Caria,Outro,Belmonte,"1,959 €",GALP,Gasolina simples 95,2026-03-31 09:00:00,Castelo Branco,E.N. 18-3,Caria,6250-111,40.302082,-7.370389,1.959
GALP Caria,Outro,Belmonte,"2,149 €",GALP,Gasóleo simples,2026-03-31 09:00:00,Castelo Branco,E.N. 18-3,Caria,6250-111,40.302082,-7.370389,2.149
GALP Caria,Outro,Belmonte,"2,199 €",GALP,Gasóleo especial,2026-03-31 09:00:00,Castelo Branco,E.N. 18-3,Caria,6250-111,40.302082,-7.370389,2.199
GALP Caria,Outro,Belmonte,"2,169 €",GALP,Gasolina especial 98,2026-03-31 09:00:00,Castelo Branco,E.N. 18-3,Caria,6250-111,40.302082,-7.370389,2.169
"Somelgas-Sociedade de Electrodomesticos Gas e Energias, Lda",Outro,Oliveira de Frades,"2,114 €",Genérico,Gasóleo simples,2026-03-31 09:00:00,Viseu,Zona Industrial de Oliveira de Frades,Zona Industrial ,3680-323,40.71449,-8.19116,2.114
"Somelgas-Sociedade de Electrodomesticos Gas e Energias, Lda",Outro,Oliveira de Frades,"1,947 €",Genérico,Gasolina simples 95,2026-03-31 09:00:00,Viseu,Zona Industrial de Oliveira de Frades,Zona Industrial ,3680-323,40.71449,-8.19116,1.947
POSTO ALVAIÁZERE,Outro,Alvaiázere,"2,115 €",CEPSA,Gasóleo especial,2026-03-31 09:05:00,Leiria,"Parque Industrial de Saganga, lote 3 e 4",Alvaiázere,3250-111,39.816294,-8.378092,2.115
POSTO ALVAIÁZERE,Outro,Alvaiázere,"2,115 €",CEPSA,Gasóleo simples,2026-03-31 09:05:00,Leiria,"Parque Industrial de Saganga, lote 3 e 4",Alvaiázere,3250-111,39.816294,-8.378092,2.115
POSTO ALVAIÁZERE,Outro,Alvaiázere,"1,943 €",CEPSA,Gasolina simples 95,2026-03-31 09:05:00,Leiria,"Parque Industrial de Saganga, lote 3 e 4",Alvaiázere,3250-111,39.816294,-8.378092,1.943
VIEIRA DE LEIRIA,Outro,Marinha Grande,"2,065 €",CEPSA,Gasóleo especial,2026-03-31 09:05:00,Leiria,Rua de Leiria nº 37,Vieira de Leiria,2430-773,39.86935,-8.92025,2.065
VIEIRA DE LEIRIA,Outro,Marinha Grande,"2,065 €",CEPSA,Gasóleo simples,2026-03-31 09:05:00,Leiria,Rua de Leiria nº 37,Vieira de Leiria,2430-773,39.86935,-8.92025,2.065
VIEIRA DE LEIRIA,Outro,Marinha Grande,"1,893 €",CEPSA,Gasolina simples 95,2026-03-31 09:05:00,Leiria,Rua de Leiria nº 37,Vieira de Leiria,2430-773,39.86935,-8.92025,1.893
INTERMARCHÉ  Samora Correia,Outro,Benavente,"2,039 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 09:05:00,Santarém,Rua da Esteveira nº 4,Samora Correia,2135-218,38.938137,-8.864159,2.039
INTERMARCHÉ  Samora Correia,Outro,Benavente,"1,999 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 09:05:00,Santarém,Rua da Esteveira nº 4,Samora Correia,2135-218,38.938137,-8.864159,1.999
INTERMARCHÉ  Samora Correia,Outro,Benavente,"1,899 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 09:05:00,Santarém,Rua da Esteveira nº 4,Samora Correia,2135-218,38.938137,-8.864159,1.899
PA Amarante - Petrofregim,Outro,Amarante,"2,201 €",PRIO,Gasóleo simples,2026-03-31 09:05:00,Porto,Rua Antonio Carneiro nº. 251,Amarante,4600-049,41.266052,-8.070321,2.201
PA Amarante - Petrofregim,Outro,Amarante,"2,131 €",PRIO,Gasóleo especial,2026-03-31 09:05:00,Porto,Rua Antonio Carneiro nº. 251,Amarante,4600-049,41.266052,-8.070321,2.131
PA Amarante - Petrofregim,Outro,Amarante,"1,978 €",PRIO,Gasolina simples 95,2026-03-31 09:05:00,Porto,Rua Antonio Carneiro nº. 251,Amarante,4600-049,41.266052,-8.070321,1.978
MIRA D'AIRE,Outro,Porto de Mós,"2,045 €",CEPSA,Gasóleo simples,2026-03-31 09:05:00,Leiria,Rua General Humberto Delgado (EN 243),Mira D'Aire,2485-126,39.543,-8.71483,2.045
MIRA D'AIRE,Outro,Porto de Mós,"2,045 €",CEPSA,Gasóleo especial,2026-03-31 09:05:00,Leiria,Rua General Humberto Delgado (EN 243),Mira D'Aire,2485-126,39.543,-8.71483,2.045
MIRA D'AIRE,Outro,Porto de Mós,"1,873 €",CEPSA,Gasolina simples 95,2026-03-31 09:05:00,Leiria,Rua General Humberto Delgado (EN 243),Mira D'Aire,2485-126,39.543,-8.71483,1.873
TOMAR,Outro,Tomar,"2,095 €",CEPSA,Gasóleo simples,2026-03-31 09:05:00,Santarém,Av. Nuno Álvares Pereira nº 56/60,Tomar,2300-532,39.597723,-8.41,2.095
TOMAR,Outro,Tomar,"2,095 €",CEPSA,Gasóleo especial,2026-03-31 09:05:00,Santarém,Av. Nuno Álvares Pereira nº 56/60,Tomar,2300-532,39.597723,-8.41,2.095
TOMAR,Outro,Tomar,"1,923 €",CEPSA,Gasolina simples 95,2026-03-31 09:05:00,Santarém,Av. Nuno Álvares Pereira nº 56/60,Tomar,2300-532,39.597723,-8.41,1.923
Intermarche - oliveira do Bairro,Outro,Oliveira do Bairro,"1,987 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 09:10:00,Aveiro,Rua da Murta - Zona Industrial,Oliveira do Bairro,3770-222,40.513419,-8.487462,1.987
Intermarche - oliveira do Bairro,Outro,Oliveira do Bairro,"2,039 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 09:10:00,Aveiro,Rua da Murta - Zona Industrial,Oliveira do Bairro,3770-222,40.513419,-8.487462,2.039
Intermarche - oliveira do Bairro,Outro,Oliveira do Bairro,"1,839 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 09:10:00,Aveiro,Rua da Murta - Zona Industrial,Oliveira do Bairro,3770-222,40.513419,-8.487462,1.839
SERPA,Outro,Serpa,"2,219 €",REPSOL,Gasóleo especial,2026-03-31 09:10:00,Beja,Almargem,Serpa,7830-000,37.9481,-7.59198,2.219
Galp Sardoal,Outro,Sardoal,"2,149 €",GALP,Gasóleo simples,2026-03-31 09:10:00,Santarém,Ribeiro Barato,Sardoal,2230-999,39.52578,-8.15618,2.149
Galp Sardoal,Outro,Sardoal,"2,199 €",GALP,Gasóleo especial,2026-03-31 09:10:00,Santarém,Ribeiro Barato,Sardoal,2230-999,39.52578,-8.15618,2.199
Galp Sardoal,Outro,Sardoal,"1,959 €",GALP,Gasolina simples 95,2026-03-31 09:10:00,Santarém,Ribeiro Barato,Sardoal,2230-999,39.52578,-8.15618,1.959
PA - Vila Nova de Tazem,Outro,Gouveia,"2,214 €",BP,Gasóleo simples,2026-03-31 09:10:00,Guarda,EN 502 –  Mata dos Cantoneiros,Lagarinhos,6290-091,40.487766,-7.687251,2.214
PA - Vila Nova de Tazem,Outro,Gouveia,"2,354 €",BP,Gasóleo especial,2026-03-31 09:10:00,Guarda,EN 502 –  Mata dos Cantoneiros,Lagarinhos,6290-091,40.487766,-7.687251,2.354
PA - Vila Nova de Tazem,Outro,Gouveia,"2,019 €",BP,Gasolina simples 95,2026-03-31 09:10:00,Guarda,EN 502 –  Mata dos Cantoneiros,Lagarinhos,6290-091,40.487766,-7.687251,2.019
BP Alcochete,Outro,Alcochete,"2,214 €",BP,Gasóleo simples,2026-03-31 09:10:00,Setúbal,Estrada Municipal 1003 - Quinta da Quebrada,Alcochete,2890-154,38.751643,-8.946322,2.214
BP Alcochete,Outro,Alcochete,"2,019 €",BP,Gasolina simples 95,2026-03-31 09:10:00,Setúbal,Estrada Municipal 1003 - Quinta da Quebrada,Alcochete,2890-154,38.751643,-8.946322,2.019
BP Alcochete,Outro,Alcochete,"2,354 €",BP,Gasóleo especial,2026-03-31 09:10:00,Setúbal,Estrada Municipal 1003 - Quinta da Quebrada,Alcochete,2890-154,38.751643,-8.946322,2.354
BP Alcochete,Outro,Alcochete,"2,249 €",BP,Gasolina especial 98,2026-03-31 09:10:00,Setúbal,Estrada Municipal 1003 - Quinta da Quebrada,Alcochete,2890-154,38.751643,-8.946322,2.249
INTERMARCHE TORRES NOVAS,Outro,Torres Novas,"2,049 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 09:10:00,Santarém,Rua Cancela do Leão\nVárzea dos Mesiões\n,TORRES NOVAS,2350-650,39.46921,-8.53239,2.049
INTERMARCHE TORRES NOVAS,Outro,Torres Novas,"2,079 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 09:10:00,Santarém,Rua Cancela do Leão\nVárzea dos Mesiões\n,TORRES NOVAS,2350-650,39.46921,-8.53239,2.079
INTERMARCHE TORRES NOVAS,Outro,Torres Novas,"1,858 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 09:10:00,Santarém,Rua Cancela do Leão\nVárzea dos Mesiões\n,TORRES NOVAS,2350-650,39.46921,-8.53239,1.858
Intermarché da Sertã,Outro,Sertã,"1,979 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 09:10:00,Castelo Branco,EN 2,Sertã-São João do Couto,6100-698,39.812378,-8.10804,1.979
Intermarché da Sertã,Outro,Sertã,"1,999 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 09:10:00,Castelo Branco,EN 2,Sertã-São João do Couto,6100-698,39.812378,-8.10804,1.999
Intermarché da Sertã,Outro,Sertã,"1,789 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 09:10:00,Castelo Branco,EN 2,Sertã-São João do Couto,6100-698,39.812378,-8.10804,1.789
BP VISEU ABRAVESES,Outro,Viseu,"2,184 €",BP,Gasóleo simples,2026-03-31 09:15:00,Viseu,RIBEIRA DE MIDE - VISEU,Viseu,3515-419,40.68089,-7.926881,2.184
BP VISEU ABRAVESES,Outro,Viseu,"2,354 €",BP,Gasóleo especial,2026-03-31 09:15:00,Viseu,RIBEIRA DE MIDE - VISEU,Viseu,3515-419,40.68089,-7.926881,2.354
BP VISEU ABRAVESES,Outro,Viseu,"1,989 €",BP,Gasolina simples 95,2026-03-31 09:15:00,Viseu,RIBEIRA DE MIDE - VISEU,Viseu,3515-419,40.68089,-7.926881,1.989
BP VISEU ABRAVESES,Outro,Viseu,"2,249 €",BP,Gasolina especial 98,2026-03-31 09:15:00,Viseu,RIBEIRA DE MIDE - VISEU,Viseu,3515-419,40.68089,-7.926881,2.249
Intermarché Figueiró dos Vinhos,Outro,Figueiró dos Vinhos,"1,979 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 09:15:00,Leiria,"Senhora dos Remédios, Lote 1",Figueiró dos Vinhos,3260-000,39.90614,-8.2806,1.979
Intermarché Figueiró dos Vinhos,Outro,Figueiró dos Vinhos,"1,999 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 09:15:00,Leiria,"Senhora dos Remédios, Lote 1",Figueiró dos Vinhos,3260-000,39.90614,-8.2806,1.999
Intermarché Figueiró dos Vinhos,Outro,Figueiró dos Vinhos,"1,789 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 09:15:00,Leiria,"Senhora dos Remédios, Lote 1",Figueiró dos Vinhos,3260-000,39.90614,-8.2806,1.789
BRINCHES,Outro,Serpa,"2,019 €",REPSOL,Gasolina simples 95,2026-03-31 09:15:00,Beja,Monte Acima,Brinches,7830-117,38.03849,-7.59766,2.019
ALMERINDO MANUEL DA SILVA SANTOS,Outro,Rio Maior,"2,137 €",Genérico,Gasóleo simples,2026-03-31 09:15:00,Santarém,Rua do Mouteirinho nº 6,Alcobertas,2040-011,39.41749,-8.90938,2.137
ALMERINDO MANUEL DA SILVA SANTOS,Outro,Rio Maior,"1,935 €",Genérico,Gasolina simples 95,2026-03-31 09:15:00,Santarém,Rua do Mouteirinho nº 6,Alcobertas,2040-011,39.41749,-8.90938,1.935
BP IC2 - POMBAL,Outro,Pombal,"2,234 €",BP,Gasóleo simples,2026-03-31 09:15:00,Leiria,"IC2 - KM148,35 POMBAL",POMBAL,3100-545,39.908627,-8.632954,2.234
BP IC2 - POMBAL,Outro,Pombal,"2,354 €",BP,Gasóleo especial,2026-03-31 09:15:00,Leiria,"IC2 - KM148,35 POMBAL",POMBAL,3100-545,39.908627,-8.632954,2.354
BP IC2 - POMBAL,Outro,Pombal,"2,039 €",BP,Gasolina simples 95,2026-03-31 09:15:00,Leiria,"IC2 - KM148,35 POMBAL",POMBAL,3100-545,39.908627,-8.632954,2.039
BP IC2 - POMBAL,Outro,Pombal,"2,249 €",BP,Gasolina especial 98,2026-03-31 09:15:00,Leiria,"IC2 - KM148,35 POMBAL",POMBAL,3100-545,39.908627,-8.632954,2.249
INTERMARCHÉ Ericeira,Outro,Mafra,"2,019 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 09:15:00,Lisboa,"Estrada Nacional 116, Km 1, Edifício INTERMARCHÉ",Ericeira,2655-139,38.96593,-9.40785,2.019
INTERMARCHÉ Ericeira,Outro,Mafra,"2,059 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 09:15:00,Lisboa,"Estrada Nacional 116, Km 1, Edifício INTERMARCHÉ",Ericeira,2655-139,38.96593,-9.40785,2.059
INTERMARCHÉ Ericeira,Outro,Mafra,"1,849 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 09:15:00,Lisboa,"Estrada Nacional 116, Km 1, Edifício INTERMARCHÉ",Ericeira,2655-139,38.96593,-9.40785,1.849
E. LECLERC BARCELOS,Outro,Barcelos,"2,029 €",LECLERC,Gasóleo especial,2026-03-31 09:15:00,Braga,"Rua Irmão Martinho Corral Alcalde, nº 175 Barcelinhos",Barcelos,4755-054,41.5211,-8.60856,2.029
E. LECLERC BARCELOS,Outro,Barcelos,"1,999 €",LECLERC,Gasóleo simples,2026-03-31 09:15:00,Braga,"Rua Irmão Martinho Corral Alcalde, nº 175 Barcelinhos",Barcelos,4755-054,41.5211,-8.60856,1.999
E. LECLERC BARCELOS,Outro,Barcelos,"1,825 €",LECLERC,Gasolina simples 95,2026-03-31 09:15:00,Braga,"Rua Irmão Martinho Corral Alcalde, nº 175 Barcelinhos",Barcelos,4755-054,41.5211,-8.60856,1.825
PIAS,Outro,Serpa,"2,219 €",GALP,Gasóleo especial,2026-03-31 09:15:00,Beja,"Rua Dr. Mario Beirão, 11",Pias,7830-249,38.02042,-7.48046,2.219
BRINCHES,Outro,Serpa,"2,219 €",REPSOL,Gasóleo especial,2026-03-31 09:15:00,Beja,Monte Acima,Brinches,7830-117,38.03849,-7.59766,2.219
BENFICA DO RIBATEJO,Outro,Almeirim,"2,065 €",CEPSA,Gasóleo simples,2026-03-31 09:15:00,Santarém,"Rua Direita, Nº243-347",Benfica do Ribatejo,2080-329,39.14193,-8.689151,2.065
BENFICA DO RIBATEJO,Outro,Almeirim,"2,065 €",CEPSA,Gasóleo especial,2026-03-31 09:15:00,Santarém,"Rua Direita, Nº243-347",Benfica do Ribatejo,2080-329,39.14193,-8.689151,2.065
BENFICA DO RIBATEJO,Outro,Almeirim,"1,893 €",CEPSA,Gasolina simples 95,2026-03-31 09:15:00,Santarém,"Rua Direita, Nº243-347",Benfica do Ribatejo,2080-329,39.14193,-8.689151,1.893
BENFICA DO RIBATEJO,Outro,Almeirim,"2,055 €",CEPSA,Gasolina especial 98,2026-03-31 09:15:00,Santarém,"Rua Direita, Nº243-347",Benfica do Ribatejo,2080-329,39.14193,-8.689151,2.055
"Samor-Sociedade de Combustíveis e Acessórios para Automóveis,Lda",Outro,Estremoz,"2,159 €",REDE ENERGIA,Gasóleo especial,2026-03-31 09:20:00,Évora,Rossio Marquês de Pombal nº63,Estremoz,7100-513,38.84237,-7.58474,2.159
BP - GUARDA VARIANTE,Outro,Guarda,"2,204 €",BP,Gasóleo simples,2026-03-31 09:20:00,Guarda,ROTUNDA VICEG - ACESSO PARQUE INDUSTRIAL,Guarda,6300-625,40.534504,-7.243074,2.204
BP - GUARDA VARIANTE,Outro,Guarda,"2,354 €",BP,Gasóleo especial,2026-03-31 09:20:00,Guarda,ROTUNDA VICEG - ACESSO PARQUE INDUSTRIAL,Guarda,6300-625,40.534504,-7.243074,2.354
BP - GUARDA VARIANTE,Outro,Guarda,"2,009 €",BP,Gasolina simples 95,2026-03-31 09:20:00,Guarda,ROTUNDA VICEG - ACESSO PARQUE INDUSTRIAL,Guarda,6300-625,40.534504,-7.243074,2.009
BP - GUARDA VARIANTE,Outro,Guarda,"2,249 €",BP,Gasolina especial 98,2026-03-31 09:20:00,Guarda,ROTUNDA VICEG - ACESSO PARQUE INDUSTRIAL,Guarda,6300-625,40.534504,-7.243074,2.249
Intermarché da Trofa,Outro,Trofa,"1,919 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 09:20:00,Porto,Travessa das industrias,Trofa,4785-344,41.329826,-8.563532,1.919
Intermarché da Trofa,Outro,Trofa,"1,969 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 09:20:00,Porto,Travessa das industrias,Trofa,4785-344,41.329826,-8.563532,1.969
Intermarché da Trofa,Outro,Trofa,"1,799 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 09:20:00,Porto,Travessa das industrias,Trofa,4785-344,41.329826,-8.563532,1.799
Intermarché Carregado,Outro,Alenquer,"1,999 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 09:20:00,Lisboa,Quinta da Colónia Lote 2,Carregado,2580-491,39.02912,-8.98085,1.999
Intermarché Carregado,Outro,Alenquer,"2,029 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 09:20:00,Lisboa,Quinta da Colónia Lote 2,Carregado,2580-491,39.02912,-8.98085,2.029
Intermarché Carregado,Outro,Alenquer,"1,849 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 09:20:00,Lisboa,Quinta da Colónia Lote 2,Carregado,2580-491,39.02912,-8.98085,1.849
BP MANGUALDE AZURARA DA BEIRA,Outro,Mangualde,"2,174 €",BP,Gasóleo simples,2026-03-31 09:20:00,Viseu,"RUA AZURARA DA BEIRA, 475",Mangualde,3530-272,40.608196,-7.727546,2.174
BP MANGUALDE AZURARA DA BEIRA,Outro,Mangualde,"2,354 €",BP,Gasóleo especial,2026-03-31 09:20:00,Viseu,"RUA AZURARA DA BEIRA, 475",Mangualde,3530-272,40.608196,-7.727546,2.354
BP MANGUALDE AZURARA DA BEIRA,Outro,Mangualde,"1,979 €",BP,Gasolina simples 95,2026-03-31 09:20:00,Viseu,"RUA AZURARA DA BEIRA, 475",Mangualde,3530-272,40.608196,-7.727546,1.979
"Samor-Sociedade de Combustíveis e Acessórios para Automóveis,Lda",Outro,Estremoz,"2,139 €",REDE ENERGIA,Gasóleo simples,2026-03-31 09:20:00,Évora,Rossio Marquês de Pombal nº63,Estremoz,7100-513,38.84237,-7.58474,2.139
"Samor-Sociedade de Combustíveis e Acessórios para Automóveis,Lda",Outro,Estremoz,"1,999 €",REDE ENERGIA,Gasolina simples 95,2026-03-31 09:20:00,Évora,Rossio Marquês de Pombal nº63,Estremoz,7100-513,38.84237,-7.58474,1.999
BP GUARDA SÃO MIGUEL,Outro,Guarda,"2,204 €",BP,Gasóleo simples,2026-03-31 09:20:00,Guarda,"AV. SÃO MIGUEL, 15",Guarda,6300-864,40.553337,-7.246619,2.204
BP GUARDA SÃO MIGUEL,Outro,Guarda,"2,354 €",BP,Gasóleo especial,2026-03-31 09:20:00,Guarda,"AV. SÃO MIGUEL, 15",Guarda,6300-864,40.553337,-7.246619,2.354
BP GUARDA SÃO MIGUEL,Outro,Guarda,"2,009 €",BP,Gasolina simples 95,2026-03-31 09:20:00,Guarda,"AV. SÃO MIGUEL, 15",Guarda,6300-864,40.553337,-7.246619,2.009
BP Falfosa,Outro,Faro,"2,214 €",BP,Gasóleo simples,2026-03-31 09:25:00,Faro,"Sitio da Falfosa, Santa Bárbara de Nexe",Falfosa,8005-436,37.08302,-7.95838,2.214
BP Falfosa,Outro,Faro,"2,354 €",BP,Gasóleo especial,2026-03-31 09:25:00,Faro,"Sitio da Falfosa, Santa Bárbara de Nexe",Falfosa,8005-436,37.08302,-7.95838,2.354
BP Falfosa,Outro,Faro,"2,019 €",BP,Gasolina simples 95,2026-03-31 09:25:00,Faro,"Sitio da Falfosa, Santa Bárbara de Nexe",Falfosa,8005-436,37.08302,-7.95838,2.019
BP Falfosa,Outro,Faro,"2,249 €",BP,Gasolina especial 98,2026-03-31 09:25:00,Faro,"Sitio da Falfosa, Santa Bárbara de Nexe",Falfosa,8005-436,37.08302,-7.95838,2.249
MOEVE OLIVEIRA DE BARREIROS,Outro,Viseu,"2,095 €",Genérico,Gasóleo simples,2026-03-31 09:25:00,Viseu,EN 232 - OLIVEIRA DE BARREIROS,Oliveira de Barreiros,3500-892,40.603413,-7.927036,2.095
MOEVE OLIVEIRA DE BARREIROS,Outro,Viseu,"1,923 €",Genérico,Gasolina simples 95,2026-03-31 09:25:00,Viseu,EN 232 - OLIVEIRA DE BARREIROS,Oliveira de Barreiros,3500-892,40.603413,-7.927036,1.923
MOEVE FORNOS DE ALGODRES,Outro,Fornos de Algodres,"2,115 €",CEPSA,Gasóleo simples,2026-03-31 09:25:00,Guarda,"EN16, km 136,200 - Zona Industrial, LOTE 5",Fornos de Algodres,6370-128,40.612896,-7.533256,2.115
MOEVE FORNOS DE ALGODRES,Outro,Fornos de Algodres,"2,115 €",CEPSA,Gasóleo especial,2026-03-31 09:25:00,Guarda,"EN16, km 136,200 - Zona Industrial, LOTE 5",Fornos de Algodres,6370-128,40.612896,-7.533256,2.115
MOEVE FORNOS DE ALGODRES,Outro,Fornos de Algodres,"1,943 €",CEPSA,Gasolina simples 95,2026-03-31 09:25:00,Guarda,"EN16, km 136,200 - Zona Industrial, LOTE 5",Fornos de Algodres,6370-128,40.612896,-7.533256,1.943
BP MANGUALDE REGADINHA,Outro,Mangualde,"2,174 €",BP,Gasóleo simples,2026-03-31 09:25:00,Viseu,AV. MONTES HERMÍNIOS,Mangualde,3530-116,40.588932,-7.764251,2.174
BP MANGUALDE REGADINHA,Outro,Mangualde,"2,354 €",BP,Gasóleo especial,2026-03-31 09:25:00,Viseu,AV. MONTES HERMÍNIOS,Mangualde,3530-116,40.588932,-7.764251,2.354
BP MANGUALDE REGADINHA,Outro,Mangualde,"1,979 €",BP,Gasolina simples 95,2026-03-31 09:25:00,Viseu,AV. MONTES HERMÍNIOS,Mangualde,3530-116,40.588932,-7.764251,1.979
BP VILA CORTÊS DA SERRA,Outro,Gouveia,"2,194 €",BP,Gasóleo simples,2026-03-31 09:25:00,Guarda,"EN 17 Km 116,9",Vila Cortes da Serra,6290-611,40.551796,-7.523635,2.194
BP VILA CORTÊS DA SERRA,Outro,Gouveia,"2,354 €",BP,Gasóleo especial,2026-03-31 09:25:00,Guarda,"EN 17 Km 116,9",Vila Cortes da Serra,6290-611,40.551796,-7.523635,2.354
BP VILA CORTÊS DA SERRA,Outro,Gouveia,"1,999 €",BP,Gasolina simples 95,2026-03-31 09:25:00,Guarda,"EN 17 Km 116,9",Vila Cortes da Serra,6290-611,40.551796,-7.523635,1.999
BP VILA CORTÊS DA SERRA,Outro,Gouveia,"2,249 €",BP,Gasolina especial 98,2026-03-31 09:25:00,Guarda,"EN 17 Km 116,9",Vila Cortes da Serra,6290-611,40.551796,-7.523635,2.249
MOEVE OLIVEIRA DE BARREIROS,Outro,Viseu,"2,095 €",Genérico,Gasóleo especial,2026-03-31 09:25:00,Viseu,EN 232 - OLIVEIRA DE BARREIROS,Oliveira de Barreiros,3500-892,40.603413,-7.927036,2.095
GALP Neiva,Outro,Viana do Castelo,"2,149 €",GALP,Gasóleo simples,2026-03-31 09:30:00,Viana do Castelo,"E.N. 13 - Km 57,700 - Zona Industrial do Neiva 1ª Fase",Neiva,4935-231,41.64291,-8.770593,2.149
GALP Neiva,Outro,Viana do Castelo,"1,959 €",GALP,Gasolina simples 95,2026-03-31 09:30:00,Viana do Castelo,"E.N. 13 - Km 57,700 - Zona Industrial do Neiva 1ª Fase",Neiva,4935-231,41.64291,-8.770593,1.959
GALP Neiva,Outro,Viana do Castelo,"2,199 €",GALP,Gasóleo especial,2026-03-31 09:30:00,Viana do Castelo,"E.N. 13 - Km 57,700 - Zona Industrial do Neiva 1ª Fase",Neiva,4935-231,41.64291,-8.770593,2.199
GASCOMB PRIO TONDELA,Outro,Tondela,"2,139 €",PRIO,Gasóleo simples,2026-03-31 09:30:00,Viseu,EN2 - Lugar de Naia,Póvoa do Arcediago,3460-016,40.537857,-8.052477,2.139
GASCOMB PRIO TONDELA,Outro,Tondela,"2,149 €",PRIO,Gasóleo especial,2026-03-31 09:30:00,Viseu,EN2 - Lugar de Naia,Póvoa do Arcediago,3460-016,40.537857,-8.052477,2.149
