Nome;TipoPosto;Municipio;Preco;Marca;Combustivel;DataAtualizacao;Distrito;Morada;Localidade;CodPostal;Latitude;Longitude
"TFUEL - BP COUÇO";"Outro";"Coruche";"2,239 €";"BP";"Gasolina especial 98";"2026-06-29 12:00";"Santarém";"EST. NACIONAL N251";"Couço";"2100-305";38.990566;-8.288467
"TFUEL - CAMPO DE OURIQUE";"Outro";"Lisboa";"1,879 €";"TFUEL";"Gasóleo especial";"2026-06-29 12:00";"Lisboa";"Rua Correia Teles, nº 20 B";"Lisboa";"1350-099";38.719322;-9.165253
"TFUEL - CAMPO DE OURIQUE";"Outro";"Lisboa";"1,879 €";"TFUEL";"Gasóleo simples";"2026-06-29 12:00";"Lisboa";"Rua Correia Teles, nº 20 B";"Lisboa";"1350-099";38.719322;-9.165253
"TFUEL - CAMPO DE OURIQUE";"Outro";"Lisboa";"1,959 €";"TFUEL";"Gasolina simples 95";"2026-06-29 12:00";"Lisboa";"Rua Correia Teles, nº 20 B";"Lisboa";"1350-099";38.719322;-9.165253
"TFUEL - VENDAS NOVAS";"Outro";"Vendas Novas";"1,839 €";"TFUEL";"Gasóleo especial";"2026-06-29 12:00";"Évora";"Rua São João de Deus";"Vendas Novas";"7080-031";38.67433;-8.445581
"TFUEL - VENDAS NOVAS";"Outro";"Vendas Novas";"1,779 €";"TFUEL";"Gasóleo simples";"2026-06-29 12:00";"Évora";"Rua São João de Deus";"Vendas Novas";"7080-031";38.67433;-8.445581
"TFUEL - VENDAS NOVAS";"Outro";"Vendas Novas";"1,849 €";"TFUEL";"Gasolina simples 95";"2026-06-29 12:00";"Évora";"Rua São João de Deus";"Vendas Novas";"7080-031";38.67433;-8.445581
"TFUEL - CORTIÇADAS DE LAVRE";"Outro";"Montemor-o-Novo";"1,869 €";"TFUEL";"Gasóleo simples";"2026-06-29 12:00";"Évora";"Courela do Moinho de Vento, 64";"Cortiçadas de Lavre";"7050-636";38.805016;-8.412094
"TFUEL - CORTIÇADAS DE LAVRE";"Outro";"Montemor-o-Novo";"1,959 €";"TFUEL";"Gasóleo especial";"2026-06-29 12:00";"Évora";"Courela do Moinho de Vento, 64";"Cortiçadas de Lavre";"7050-636";38.805016;-8.412094
"TFUEL - CORTIÇADAS DE LAVRE";"Outro";"Montemor-o-Novo";"1,979 €";"TFUEL";"Gasolina simples 95";"2026-06-29 12:00";"Évora";"Courela do Moinho de Vento, 64";"Cortiçadas de Lavre";"7050-636";38.805016;-8.412094
"INTERMARCHÉ DE ARRAIOLOS";"Outro";"Arraiolos";"1,799 €";"INTERMARCHÉ";"Gasóleo simples";"2026-06-29 12:05";"Évora";"Rua dos Almocreves nº 2";"Arraiolos";"7040-058";38.724361;-7.990762
"INTERMARCHÉ DE ARRAIOLOS";"Outro";"Arraiolos";"1,844 €";"INTERMARCHÉ";"Gasóleo especial";"2026-06-29 12:05";"Évora";"Rua dos Almocreves nº 2";"Arraiolos";"7040-058";38.724361;-7.990762
"INTERMARCHÉ DE ARRAIOLOS";"Outro";"Arraiolos";"1,879 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-06-29 12:05";"Évora";"Rua dos Almocreves nº 2";"Arraiolos";"7040-058";38.724361;-7.990762
"Abuxarda -Dramático de Cascais";"Outro";"Cascais";"1,786 €";"MOEVE";"Gasóleo simples";"2026-06-29 12:05";"Lisboa";"EN 9, LUGAR DA ABUXARDA, PAI DO VENTO";"Cascais";"2750-001";38.715504;-9.417719
"Abuxarda -Dramático de Cascais";"Outro";"Cascais";"1,836 €";"MOEVE";"Gasóleo especial";"2026-06-29 12:05";"Lisboa";"EN 9, LUGAR DA ABUXARDA, PAI DO VENTO";"Cascais";"2750-001";38.715504;-9.417719
"Abuxarda -Dramático de Cascais";"Outro";"Cascais";"1,873 €";"MOEVE";"Gasolina simples 95";"2026-06-29 12:05";"Lisboa";"EN 9, LUGAR DA ABUXARDA, PAI DO VENTO";"Cascais";"2750-001";38.715504;-9.417719
"A23 Fundão (C.B. / Fundão)";"Área comercial (Hipermercados)";"Fundão";"1,904 €";"MOEVE";"Gasóleo simples";"2026-06-29 12:10";"Castelo Branco";"A23, LANÇO KM 18,5 TEIXOSO ALQUERIA";"Fundão";"6230-198";40.190697;-7.486373
"A23 Fundão (C.B. / Fundão)";"Área comercial (Hipermercados)";"Fundão";"1,954 €";"MOEVE";"Gasóleo especial";"2026-06-29 12:10";"Castelo Branco";"A23, LANÇO KM 18,5 TEIXOSO ALQUERIA";"Fundão";"6230-198";40.190697;-7.486373
"A23 Fundão (C.B. / Fundão)";"Área comercial (Hipermercados)";"Fundão";"2,001 €";"MOEVE";"Gasolina simples 95";"2026-06-29 12:10";"Castelo Branco";"A23, LANÇO KM 18,5 TEIXOSO ALQUERIA";"Fundão";"6230-198";40.190697;-7.486373
"A23 Fundão (C.B. / Fundão)";"Área comercial (Hipermercados)";"Fundão";"2,213 €";"MOEVE";"Gasolina especial 98";"2026-06-29 12:10";"Castelo Branco";"A23, LANÇO KM 18,5 TEIXOSO ALQUERIA";"Fundão";"6230-198";40.190697;-7.486373
"A23 FUNDÃO (FND/CBR)";"Área comercial (Hipermercados)";"Fundão";"1,904 €";"MOEVE";"Gasóleo simples";"2026-06-29 12:10";"Castelo Branco";"A23, LANÇO KM 18,5 TEIXOSO ALQUERIA, APT. 370";"Alcaria";"6230-022";40.190334;-7.488123
"A23 FUNDÃO (FND/CBR)";"Área comercial (Hipermercados)";"Fundão";"1,954 €";"MOEVE";"Gasóleo especial";"2026-06-29 12:10";"Castelo Branco";"A23, LANÇO KM 18,5 TEIXOSO ALQUERIA, APT. 370";"Alcaria";"6230-022";40.190334;-7.488123
"A23 FUNDÃO (FND/CBR)";"Área comercial (Hipermercados)";"Fundão";"2,001 €";"MOEVE";"Gasolina simples 95";"2026-06-29 12:10";"Castelo Branco";"A23, LANÇO KM 18,5 TEIXOSO ALQUERIA, APT. 370";"Alcaria";"6230-022";40.190334;-7.488123
"A23 FUNDÃO (FND/CBR)";"Área comercial (Hipermercados)";"Fundão";"2,213 €";"MOEVE";"Gasolina especial 98";"2026-06-29 12:10";"Castelo Branco";"A23, LANÇO KM 18,5 TEIXOSO ALQUERIA, APT. 370";"Alcaria";"6230-022";40.190334;-7.488123
"Petromendes, Lda. - Santiago de Litém";"Outro";"Pombal";"1,769 €";"Genérico";"Gasóleo simples";"2026-06-29 12:10";"Leiria";"E.N. 1-6-KM 8";"Catelaria";"3100-648";39.847218;-8.603571
"Petromendes, Lda. - Santiago de Litém";"Outro";"Pombal";"1,879 €";"Genérico";"Gasolina simples 95";"2026-06-29 12:10";"Leiria";"E.N. 1-6-KM 8";"Catelaria";"3100-648";39.847218;-8.603571
"Petromendes, Lda. - Meirinhas";"Outro";"Pombal";"1,769 €";"Genérico";"Gasóleo simples";"2026-06-29 12:10";"Leiria";"Rua da Igreja, nº47";"Meirinhas";"3105-245";39.846783;-8.698533
"Petromendes, Lda. - Meirinhas";"Outro";"Pombal";"1,879 €";"Genérico";"Gasolina simples 95";"2026-06-29 12:10";"Leiria";"Rua da Igreja, nº47";"Meirinhas";"3105-245";39.846783;-8.698533
"António Luis Almeida Lda.";"Outro";"Castro Daire";"1,864 €";"GALP";"Gasóleo simples";"2026-06-29 12:10";"Viseu";"EN 2 - Km 141,2";"Vale de Azia";"3600-623";40.87908;-7.92632
"António Luis Almeida Lda.";"Outro";"Castro Daire";"1,914 €";"GALP";"Gasóleo especial";"2026-06-29 12:10";"Viseu";"EN 2 - Km 141,2";"Vale de Azia";"3600-623";40.87908;-7.92632
"António Luis Almeida Lda.";"Outro";"Castro Daire";"1,954 €";"GALP";"Gasolina simples 95";"2026-06-29 12:10";"Viseu";"EN 2 - Km 141,2";"Vale de Azia";"3600-623";40.87908;-7.92632
"BP BARCELOS - BALUGÃES";"Outro";"Barcelos";"1,879 €";"BP";"Gasóleo simples";"2026-06-29 12:10";"Braga";"EN 204 km 12,1";"Rua Domingos da Cunha";"4905-042";41.637307;-8.636548
"BP BARCELOS - BALUGÃES";"Outro";"Barcelos";"2,029 €";"BP";"Gasóleo especial";"2026-06-29 12:10";"Braga";"EN 204 km 12,1";"Rua Domingos da Cunha";"4905-042";41.637307;-8.636548
"BP BARCELOS - BALUGÃES";"Outro";"Barcelos";"1,984 €";"BP";"Gasolina simples 95";"2026-06-29 12:10";"Braga";"EN 204 km 12,1";"Rua Domingos da Cunha";"4905-042";41.637307;-8.636548
"BP BARCELOS - BALUGÃES";"Outro";"Barcelos";"2,209 €";"BP";"Gasolina especial 98";"2026-06-29 12:10";"Braga";"EN 204 km 12,1";"Rua Domingos da Cunha";"4905-042";41.637307;-8.636548
"Canedo";"Outro";"Santa Maria da Feira";"1,759 €";"PRIO";"Gasóleo especial";"2026-06-29 12:10";"Aveiro";"R. Principal de Canedo";"Canedo";"4525-189";41.01033;-8.46309
"Canedo";"Outro";"Santa Maria da Feira";"1,874 €";"PRIO";"Gasolina simples 95";"2026-06-29 12:10";"Aveiro";"R. Principal de Canedo";"Canedo";"4525-189";41.01033;-8.46309
"Petromendes, Lda. - Santiago de Litém";"Outro";"Pombal";"1,799 €";"Genérico";"Gasóleo especial";"2026-06-29 12:10";"Leiria";"E.N. 1-6-KM 8";"Catelaria";"3100-648";39.847218;-8.603571
"Petro Baulhe, Combustiveis, Lda";"Outro";"Cabeceiras de Basto";"1,858 €";"FREITAS";"Gasóleo especial";"2026-06-29 12:25";"Braga";"Parque Industrial de Lameiros";"Basto";"4860-106";41.49412;-7.98348
"Petro Baulhe, Combustiveis, Lda";"Outro";"Cabeceiras de Basto";"1,838 €";"FREITAS";"Gasóleo simples";"2026-06-29 12:25";"Braga";"Parque Industrial de Lameiros";"Basto";"4860-106";41.49412;-7.98348
"Petro Baulhe, Combustiveis, Lda";"Outro";"Cabeceiras de Basto";"1,945 €";"FREITAS";"Gasolina simples 95";"2026-06-29 12:25";"Braga";"Parque Industrial de Lameiros";"Basto";"4860-106";41.49412;-7.98348
"INTERMARCHE CANEDO";"Outro";"Santa Maria da Feira";"1,699 €";"INTERMARCHÉ";"Gasóleo simples";"2026-06-29 12:30";"Aveiro";"R. Principal Lugar do Mosteiro";"Canedo";"4525-189";41.0057;-8.46624
"INTERMARCHE CANEDO";"Outro";"Santa Maria da Feira";"1,739 €";"INTERMARCHÉ";"Gasóleo especial";"2026-06-29 12:30";"Aveiro";"R. Principal Lugar do Mosteiro";"Canedo";"4525-189";41.0057;-8.46624
"INTERMARCHE CANEDO";"Outro";"Santa Maria da Feira";"1,799 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-06-29 12:30";"Aveiro";"R. Principal Lugar do Mosteiro";"Canedo";"4525-189";41.0057;-8.46624
"PA BP Vinhais";"Outro";"Vinhais";"1,855 €";"BP";"Gasóleo simples";"2026-06-29 12:30";"Bragança";"Rua da Gasparona - Portela da Vila";"Vinhais";"5320-302";41.836697;-7.010283
"Intermarché Silveira";"Área comercial (Hipermercados)";"Torres Vedras";"1,785 €";"INTERMARCHÉ";"Gasóleo especial";"2026-06-29 12:30";"Lisboa";"Rua Antonino Gomes";"Silveira";"2560-531";39.10673;-9.3656
"Intermarché Silveira";"Área comercial (Hipermercados)";"Torres Vedras";"1,765 €";"INTERMARCHÉ";"Gasóleo simples";"2026-06-29 12:30";"Lisboa";"Rua Antonino Gomes";"Silveira";"2560-531";39.10673;-9.3656
"Intermarché Silveira";"Área comercial (Hipermercados)";"Torres Vedras";"1,889 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-06-29 12:30";"Lisboa";"Rua Antonino Gomes";"Silveira";"2560-531";39.10673;-9.3656
"Auto Abastecedora António Pereira da Silva, Lda.";"Outro";"Matosinhos";"1,859 €";"GALP";"Gasóleo simples";"2026-06-29 12:30";"Porto";"Rua Nova do Seixo, 1184";"São Mamede de Infesta";"4465-216";41.18989;-8.63276
"Auto Abastecedora António Pereira da Silva, Lda.";"Outro";"Matosinhos";"1,909 €";"GALP";"Gasóleo especial";"2026-06-29 12:30";"Porto";"Rua Nova do Seixo, 1184";"São Mamede de Infesta";"4465-216";41.18989;-8.63276
"Auto Abastecedora António Pereira da Silva, Lda.";"Outro";"Matosinhos";"1,949 €";"GALP";"Gasolina simples 95";"2026-06-29 12:30";"Porto";"Rua Nova do Seixo, 1184";"São Mamede de Infesta";"4465-216";41.18989;-8.63276
"CEPSA Gulpilhares";"Outro";"Vila Nova de Gaia";"1,799 €";"CEPSA";"Gasóleo simples";"2026-06-29 12:45";"Porto";"RUA SALVADOR BRANDÃO, GULPILHARES";"Vila Nova de Gaia";"4405-702";41.07038;-8.625255
"CEPSA Gulpilhares";"Outro";"Vila Nova de Gaia";"1,849 €";"CEPSA";"Gasóleo especial";"2026-06-29 12:45";"Porto";"RUA SALVADOR BRANDÃO, GULPILHARES";"Vila Nova de Gaia";"4405-702";41.07038;-8.625255
"CEPSA Gulpilhares";"Outro";"Vila Nova de Gaia";"1,899 €";"CEPSA";"Gasolina simples 95";"2026-06-29 12:45";"Porto";"RUA SALVADOR BRANDÃO, GULPILHARES";"Vila Nova de Gaia";"4405-702";41.07038;-8.625255
"CEPSA CARVALHOS - PEDROSO";"Outro";"Vila Nova de Gaia";"1,799 €";"CEPSA";"Gasóleo simples";"2026-06-29 12:45";"Porto";"Av .Dr. Moreira de Sousa nº 2316";"Pedroso";"4415-382";41.056435;-8.567146
"CEPSA CARVALHOS - PEDROSO";"Outro";"Vila Nova de Gaia";"1,849 €";"CEPSA";"Gasóleo especial";"2026-06-29 12:45";"Porto";"Av .Dr. Moreira de Sousa nº 2316";"Pedroso";"4415-382";41.056435;-8.567146
"CEPSA CARVALHOS - PEDROSO";"Outro";"Vila Nova de Gaia";"1,899 €";"CEPSA";"Gasolina simples 95";"2026-06-29 12:45";"Porto";"Av .Dr. Moreira de Sousa nº 2316";"Pedroso";"4415-382";41.056435;-8.567146
"MOEVE  Albergaria-a-Velha  (LIS/POR)";"Outro";"Albergaria-a-Velha";"1,869 €";"MOEVE";"Gasóleo especial";"2026-06-29 12:45";"Aveiro";"EN 1 (IC2), km 245,500";"Albergaria-A-Velha";"3850-165";40.677814;-8.471354
"MOEVE  Albergaria-a-Velha  (LIS/POR)";"Outro";"Albergaria-a-Velha";"1,819 €";"MOEVE";"Gasóleo simples";"2026-06-29 12:45";"Aveiro";"EN 1 (IC2), km 245,500";"Albergaria-A-Velha";"3850-165";40.677814;-8.471354
"MOEVE  Albergaria-a-Velha  (LIS/POR)";"Outro";"Albergaria-a-Velha";"1,919 €";"MOEVE";"Gasolina simples 95";"2026-06-29 12:45";"Aveiro";"EN 1 (IC2), km 245,500";"Albergaria-A-Velha";"3850-165";40.677814;-8.471354
"MOEVE Albergaria-a-Velha (POR/LIS)";"Outro";"Albergaria-a-Velha";"1,869 €";"MOEVE";"Gasóleo especial";"2026-06-29 12:45";"Aveiro";"EN 1 (IC2), km 245,500 - CAVADA NOVA";"Albergaria-A-Velha";"3850-165";40.678246;-8.471925
"MOEVE Albergaria-a-Velha (POR/LIS)";"Outro";"Albergaria-a-Velha";"1,819 €";"MOEVE";"Gasóleo simples";"2026-06-29 12:45";"Aveiro";"EN 1 (IC2), km 245,500 - CAVADA NOVA";"Albergaria-A-Velha";"3850-165";40.678246;-8.471925
"MOEVE Albergaria-a-Velha (POR/LIS)";"Outro";"Albergaria-a-Velha";"1,919 €";"MOEVE";"Gasolina simples 95";"2026-06-29 12:45";"Aveiro";"EN 1 (IC2), km 245,500 - CAVADA NOVA";"Albergaria-A-Velha";"3850-165";40.678246;-8.471925
"BP CHÃO DA FEIRA";"Outro";"Porto de Mós";"1,909 €";"BP";"Gasóleo simples";"2026-06-29 12:45";"Leiria";"EN 1, Km 107,4";"Chão da Feira";"2480-062";39.624098;-8.85721
"BP CHÃO DA FEIRA";"Outro";"Porto de Mós";"2,029 €";"BP";"Gasóleo especial";"2026-06-29 12:45";"Leiria";"EN 1, Km 107,4";"Chão da Feira";"2480-062";39.624098;-8.85721
"BP CHÃO DA FEIRA";"Outro";"Porto de Mós";"1,999 €";"BP";"Gasolina simples 95";"2026-06-29 12:45";"Leiria";"EN 1, Km 107,4";"Chão da Feira";"2480-062";39.624098;-8.85721
"CEPSA  Pinheiro da Bemposta";"Outro";"Oliveira de Azeméis";"1,869 €";"CEPSA";"Gasóleo especial";"2026-06-29 12:45";"Aveiro";"Rua de São Paio, 564";"Bemposta";"3720-463";40.7847;-8.491492
"CEPSA  Pinheiro da Bemposta";"Outro";"Oliveira de Azeméis";"1,819 €";"CEPSA";"Gasóleo simples";"2026-06-29 12:45";"Aveiro";"Rua de São Paio, 564";"Bemposta";"3720-463";40.7847;-8.491492
"CEPSA  Pinheiro da Bemposta";"Outro";"Oliveira de Azeméis";"1,919 €";"CEPSA";"Gasolina simples 95";"2026-06-29 12:45";"Aveiro";"Rua de São Paio, 564";"Bemposta";"3720-463";40.7847;-8.491492
"CEPSA Ovar I";"Outro";"Ovar";"1,819 €";"CEPSA";"Gasóleo simples";"2026-06-29 12:45";"Aveiro";"Rua Aquilino Ribeiro s/nº. ";"Ovar";"3880-151";40.86021;-8.623281
"CEPSA Ovar I";"Outro";"Ovar";"1,869 €";"CEPSA";"Gasóleo especial";"2026-06-29 12:45";"Aveiro";"Rua Aquilino Ribeiro s/nº. ";"Ovar";"3880-151";40.86021;-8.623281
"CEPSA Ovar I";"Outro";"Ovar";"1,919 €";"CEPSA";"Gasolina simples 95";"2026-06-29 12:45";"Aveiro";"Rua Aquilino Ribeiro s/nº. ";"Ovar";"3880-151";40.86021;-8.623281
"CEPSA Ovar I";"Outro";"Ovar";"2,129 €";"CEPSA";"Gasolina especial 98";"2026-06-29 12:45";"Aveiro";"Rua Aquilino Ribeiro s/nº. ";"Ovar";"3880-151";40.86021;-8.623281
"CEPSA Vilar de Pinheiro";"Outro";"Vila do Conde";"1,786 €";"CEPSA";"Gasóleo simples";"2026-06-29 12:45";"Porto";"E.N. 13, LARGO IGREJA, VILAR PINHEIRO";"Vilar do Pinheiro";"4485-860";41.270386;-8.670197
"CEPSA Vilar de Pinheiro";"Outro";"Vila do Conde";"1,836 €";"CEPSA";"Gasóleo especial";"2026-06-29 12:45";"Porto";"E.N. 13, LARGO IGREJA, VILAR PINHEIRO";"Vilar do Pinheiro";"4485-860";41.270386;-8.670197
"CEPSA Vilar de Pinheiro";"Outro";"Vila do Conde";"1,873 €";"CEPSA";"Gasolina simples 95";"2026-06-29 12:45";"Porto";"E.N. 13, LARGO IGREJA, VILAR PINHEIRO";"Vilar do Pinheiro";"4485-860";41.270386;-8.670197
"MOLEANOS";"Outro";"Alcobaça";"1,909 €";"BP";"Gasóleo simples";"2026-06-29 12:45";"Leiria";"EN 1 Km 95";"Moleanos";"2460-615";39.52482;-8.91063
"MOLEANOS";"Outro";"Alcobaça";"2,029 €";"BP";"Gasóleo especial";"2026-06-29 12:45";"Leiria";"EN 1 Km 95";"Moleanos";"2460-615";39.52482;-8.91063
"MOLEANOS";"Outro";"Alcobaça";"1,999 €";"BP";"Gasolina simples 95";"2026-06-29 12:45";"Leiria";"EN 1 Km 95";"Moleanos";"2460-615";39.52482;-8.91063
"PRIO - Perelhal";"Outro";"Barcelos";"1,759 €";"PRIO";"Gasóleo especial";"2026-06-29 12:45";"Braga";"Rua Frei Pedro de Perelhal, 856";"Perelhal";"4750-620";41.53171;-8.69155
"PRIO - Perelhal";"Outro";"Barcelos";"1,919 €";"PRIO";"Gasolina simples 95";"2026-06-29 12:45";"Braga";"Rua Frei Pedro de Perelhal, 856";"Perelhal";"4750-620";41.53171;-8.69155
"CEPSA Santa Maria da Feira";"Outro";"Santa Maria da Feira";"1,819 €";"CEPSA";"Gasóleo simples";"2026-06-29 12:50";"Aveiro";"Avª. 5 de Outubro, 69";"Santa Maria da Feira";"4520-162";40.936756;-8.542831
"CEPSA Santa Maria da Feira";"Outro";"Santa Maria da Feira";"1,869 €";"CEPSA";"Gasóleo especial";"2026-06-29 12:50";"Aveiro";"Avª. 5 de Outubro, 69";"Santa Maria da Feira";"4520-162";40.936756;-8.542831
"CEPSA Santa Maria da Feira";"Outro";"Santa Maria da Feira";"1,919 €";"CEPSA";"Gasolina simples 95";"2026-06-29 12:50";"Aveiro";"Avª. 5 de Outubro, 69";"Santa Maria da Feira";"4520-162";40.936756;-8.542831
"ROMARIZ-FEIRA";"Outro";"Santa Maria da Feira";"1,819 €";"CEPSA";"Gasóleo simples";"2026-06-29 12:50";"Aveiro";"Rua daVariante nº 181";"Romariz";"3700-904";40.940461;-8.455806
"ROMARIZ-FEIRA";"Outro";"Santa Maria da Feira";"1,869 €";"CEPSA";"Gasóleo especial";"2026-06-29 12:50";"Aveiro";"Rua daVariante nº 181";"Romariz";"3700-904";40.940461;-8.455806
"ROMARIZ-FEIRA";"Outro";"Santa Maria da Feira";"1,919 €";"CEPSA";"Gasolina simples 95";"2026-06-29 12:50";"Aveiro";"Rua daVariante nº 181";"Romariz";"3700-904";40.940461;-8.455806
"ROMARIZ-FEIRA";"Outro";"Santa Maria da Feira";"2,129 €";"CEPSA";"Gasolina especial 98";"2026-06-29 12:50";"Aveiro";"Rua daVariante nº 181";"Romariz";"3700-904";40.940461;-8.455806
"NOVA Oiã";"Outro";"Oliveira do Bairro";"1,777 €";"NOVA";"Gasóleo simples";"2026-06-29 12:50";"Aveiro";"Rua 30 de Junho";"Oiã";"3770-059";40.54418;-8.53602
"NOVA Oiã";"Outro";"Oliveira do Bairro";"1,807 €";"NOVA";"Gasóleo especial";"2026-06-29 12:50";"Aveiro";"Rua 30 de Junho";"Oiã";"3770-059";40.54418;-8.53602
"NOVA Oiã";"Outro";"Oliveira do Bairro";"1,875 €";"NOVA";"Gasolina simples 95";"2026-06-29 12:50";"Aveiro";"Rua 30 de Junho";"Oiã";"3770-059";40.54418;-8.53602
"CEPSA Silves - Estádio";"Outro";"Silves";"1,806 €";"CEPSA";"Gasóleo simples";"2026-06-29 12:55";"Faro";"Rua Cruz da Palmeira, E.N.124 Km 17.936";"Silves";"8300-149";37.185936;-8.443151
"CEPSA Silves - Estádio";"Outro";"Silves";"1,856 €";"CEPSA";"Gasóleo especial";"2026-06-29 12:55";"Faro";"Rua Cruz da Palmeira, E.N.124 Km 17.936";"Silves";"8300-149";37.185936;-8.443151
"PA Maxial - Ereira";"Outro";"Torres Vedras";"1,868 €";"Genérico";"Gasóleo simples";"2026-06-29 12:55";"Lisboa";"Rua Comissão da Estrada, nº2, Ereira - Maxial";"Maxial";"2565-453";39.116085;-9.161459
"PA Maxial - Ereira";"Outro";"Torres Vedras";"1,965 €";"Genérico";"Gasolina simples 95";"2026-06-29 12:55";"Lisboa";"Rua Comissão da Estrada, nº2, Ereira - Maxial";"Maxial";"2565-453";39.116085;-9.161459
"PA SILVES";"Outro";"Silves";"1,786 €";"CEPSA";"Gasóleo simples";"2026-06-29 12:55";"Faro";"EN 269";"Silves - Figueiral";"8300-027";37.17244;-8.41137
"PA SILVES";"Outro";"Silves";"1,873 €";"CEPSA";"Gasóleo especial";"2026-06-29 12:55";"Faro";"EN 269";"Silves - Figueiral";"8300-027";37.17244;-8.41137
"PA SILVES";"Outro";"Silves";"1,873 €";"CEPSA";"Gasolina simples 95";"2026-06-29 12:55";"Faro";"EN 269";"Silves - Figueiral";"8300-027";37.17244;-8.41137
"PA SILVES";"Outro";"Silves";"2,085 €";"CEPSA";"Gasolina especial 98";"2026-06-29 12:55";"Faro";"EN 269";"Silves - Figueiral";"8300-027";37.17244;-8.41137
"PORTIMÃO";"Outro";"Portimão";"1,756 €";"CEPSA";"Gasóleo simples";"2026-06-29 13:00";"Faro";"EN 124";"Poço Seco-Cardosas";"8500-338";37.150304;-8.539973
"PORTIMÃO";"Outro";"Portimão";"1,806 €";"CEPSA";"Gasóleo especial";"2026-06-29 13:00";"Faro";"EN 124";"Poço Seco-Cardosas";"8500-338";37.150304;-8.539973
"PORTIMÃO";"Outro";"Portimão";"1,843 €";"CEPSA";"Gasolina simples 95";"2026-06-29 13:00";"Faro";"EN 124";"Poço Seco-Cardosas";"8500-338";37.150304;-8.539973
"PORTIMÃO";"Outro";"Portimão";"2,055 €";"CEPSA";"Gasolina especial 98";"2026-06-29 13:00";"Faro";"EN 124";"Poço Seco-Cardosas";"8500-338";37.150304;-8.539973
"CEPSA - LAGOS MARGINAL";"Outro";"Lagos";"1,806 €";"CEPSA";"Gasóleo simples";"2026-06-29 13:00";"Faro";"Av. dos Descobrimentos";"Lagos";"8600-645";37.109971;-8.676679
"CEPSA - LAGOS MARGINAL";"Outro";"Lagos";"1,893 €";"CEPSA";"Gasóleo especial";"2026-06-29 13:00";"Faro";"Av. dos Descobrimentos";"Lagos";"8600-645";37.109971;-8.676679
"CEPSA - LAGOS MARGINAL";"Outro";"Lagos";"1,893 €";"CEPSA";"Gasolina simples 95";"2026-06-29 13:00";"Faro";"Av. dos Descobrimentos";"Lagos";"8600-645";37.109971;-8.676679
"CEPSA - LAGOS MARGINAL";"Outro";"Lagos";"2,105 €";"CEPSA";"Gasolina especial 98";"2026-06-29 13:00";"Faro";"Av. dos Descobrimentos";"Lagos";"8600-645";37.109971;-8.676679
"Rede Energia - Porto ";"Outro";"Porto";"1,708 €";"REDE ENERGIA";"Gasóleo simples";"2026-06-29 13:00";"Porto";"Rua Serpa Pinto nº 616";"Porto";"4250-465";41.16625;-8.6202
"Rede Energia - Porto ";"Outro";"Porto";"1,758 €";"REDE ENERGIA";"Gasóleo especial";"2026-06-29 13:00";"Porto";"Rua Serpa Pinto nº 616";"Porto";"4250-465";41.16625;-8.6202
"Rede Energia - Porto ";"Outro";"Porto";"1,795 €";"REDE ENERGIA";"Gasolina simples 95";"2026-06-29 13:00";"Porto";"Rua Serpa Pinto nº 616";"Porto";"4250-465";41.16625;-8.6202
"js e sf";"Outro";"Penafiel";"1,803 €";"Genérico";"Gasóleo simples";"2026-06-29 13:00";"Porto";"Av. de São Mamede,1974";"São Mamede de Recezinhos";"4560-800";41.2329;-8.22747
"js e sf";"Outro";"Penafiel";"1,828 €";"Genérico";"Gasóleo especial";"2026-06-29 13:00";"Porto";"Av. de São Mamede,1974";"São Mamede de Recezinhos";"4560-800";41.2329;-8.22747
"js e sf";"Outro";"Penafiel";"1,905 €";"Genérico";"Gasolina simples 95";"2026-06-29 13:00";"Porto";"Av. de São Mamede,1974";"São Mamede de Recezinhos";"4560-800";41.2329;-8.22747
"REDE ENERGIA - Barreiro";"Outro";"Barreiro";"1,718 €";"REDE ENERGIA";"Gasóleo simples";"2026-06-29 13:00";"Setúbal";"Rua Dr. Manuel Pacheco Nobre, 7";"Barreiro";"2830-080";38.66056;-9.06071
"REDE ENERGIA - Barreiro";"Outro";"Barreiro";"1,748 €";"REDE ENERGIA";"Gasóleo especial";"2026-06-29 13:00";"Setúbal";"Rua Dr. Manuel Pacheco Nobre, 7";"Barreiro";"2830-080";38.66056;-9.06071
"REDE ENERGIA - Barreiro";"Outro";"Barreiro";"1,868 €";"REDE ENERGIA";"Gasolina simples 95";"2026-06-29 13:00";"Setúbal";"Rua Dr. Manuel Pacheco Nobre, 7";"Barreiro";"2830-080";38.66056;-9.06071
"Curvão Combustíveis";"Outro";"Barcelos";"1,759 €";"PRIO";"Gasóleo especial";"2026-06-29 13:00";"Braga";"Avenida Central, 436";"Macieira de Rates";"4755-272";41.43568;-8.63285
"Curvão Combustíveis";"Outro";"Barcelos";"1,919 €";"PRIO";"Gasolina simples 95";"2026-06-29 13:00";"Braga";"Avenida Central, 436";"Macieira de Rates";"4755-272";41.43568;-8.63285
