Nome;TipoPosto;Municipio;Preco;Marca;Combustivel;DataAtualizacao;Distrito;Morada;Localidade;CodPostal;Latitude;Longitude
"PRIO Chaves - Fernando M. Portugal";"Outro";"Chaves";"1,779 €";"PRIO";"Gasóleo especial";"2026-07-03 18:15";"Vila Real";"Rua 25 de Março de 1809  n.º 4  (Lombo)";"Chaves";"5400-016";41.7221;-7.45758
"PRIO Chaves - Fernando M. Portugal";"Outro";"Chaves";"1,859 €";"PRIO";"Gasolina simples 95";"2026-07-03 18:15";"Vila Real";"Rua 25 de Março de 1809  n.º 4  (Lombo)";"Chaves";"5400-016";41.7221;-7.45758
"BP Moscavide";"Outro";"Lisboa";"1,909 €";"BP";"Gasóleo simples";"2026-07-03 18:30";"Lisboa";"Praça José Queirós ";"Lisboa";"1800-237";38.773537;-9.105285
"BP Moscavide";"Outro";"Lisboa";"2,029 €";"BP";"Gasóleo especial";"2026-07-03 18:30";"Lisboa";"Praça José Queirós ";"Lisboa";"1800-237";38.773537;-9.105285
"BP Moscavide";"Outro";"Lisboa";"1,999 €";"BP";"Gasolina simples 95";"2026-07-03 18:30";"Lisboa";"Praça José Queirós ";"Lisboa";"1800-237";38.773537;-9.105285
"BP Moscavide";"Outro";"Lisboa";"2,199 €";"BP";"Gasolina especial 98";"2026-07-03 18:30";"Lisboa";"Praça José Queirós ";"Lisboa";"1800-237";38.773537;-9.105285
"FREITAS Santa Marinha do Zêzere";"Outro";"Baião";"1,869 €";"FREITAS";"Gasóleo simples";"2026-07-03 19:10";"Porto";"EN 304-2, km 43,25 - Rua 20 de Junho";"Santa Marinha do Zêzere";"4640-475";41.143852;-7.950219
"FREITAS Santa Marinha do Zêzere";"Outro";"Baião";"1,969 €";"FREITAS";"Gasolina simples 95";"2026-07-03 19:10";"Porto";"EN 304-2, km 43,25 - Rua 20 de Junho";"Santa Marinha do Zêzere";"4640-475";41.143852;-7.950219
"E.S. VERMOIL";"Outro";"Pombal";"1,894 €";"REPSOL";"Gasóleo especial";"2026-07-03 19:10";"Leiria";"RUA DOS COMBATENTES 2";"Vermoil";"3105-437";39.847633;-8.657124
"E.S. VERMOIL";"Outro";"Pombal";"1,834 €";"REPSOL";"Gasóleo simples";"2026-07-03 19:10";"Leiria";"RUA DOS COMBATENTES 2";"Vermoil";"3105-437";39.847633;-8.657124
"E.S. VERMOIL";"Outro";"Pombal";"1,919 €";"REPSOL";"Gasolina simples 95";"2026-07-03 19:10";"Leiria";"RUA DOS COMBATENTES 2";"Vermoil";"3105-437";39.847633;-8.657124
"E.S. VERMOIL";"Outro";"Pombal";"2,109 €";"REPSOL";"Gasolina especial 98";"2026-07-03 19:10";"Leiria";"RUA DOS COMBATENTES 2";"Vermoil";"3105-437";39.847633;-8.657124
"FREITAS Santa Marinha do Zêzere";"Outro";"Baião";"1,909 €";"FREITAS";"Gasóleo especial";"2026-07-03 19:10";"Porto";"EN 304-2, km 43,25 - Rua 20 de Junho";"Santa Marinha do Zêzere";"4640-475";41.143852;-7.950219
"PETROMIRA Odemira";"Outro";"Odemira";"1,889 €";"Genérico";"Gasóleo simples";"2026-07-03 19:50";"Beja";"Vale de Gomes";"Longueira";"7630-084";37.618515;-8.728522
"PETROMIRA Odemira";"Outro";"Odemira";"1,984 €";"Genérico";"Gasolina simples 95";"2026-07-03 19:50";"Beja";"Vale de Gomes";"Longueira";"7630-084";37.618515;-8.728522
"INTERMARCHÉ VALONGO";"Outro";"Valongo";"1,695 €";"INTERMARCHÉ";"Gasóleo simples";"2026-07-03 20:00";"Porto";"Trav. António Augusto Castro Paupério, lote 36";"Valongo";"4440-007";41.18385;-8.4808
"INTERMARCHÉ VALONGO";"Outro";"Valongo";"1,745 €";"INTERMARCHÉ";"Gasóleo especial";"2026-07-03 20:00";"Porto";"Trav. António Augusto Castro Paupério, lote 36";"Valongo";"4440-007";41.18385;-8.4808
"INTERMARCHÉ VALONGO";"Outro";"Valongo";"1,795 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-07-03 20:00";"Porto";"Trav. António Augusto Castro Paupério, lote 36";"Valongo";"4440-007";41.18385;-8.4808
"OZ ENERGIA Reguengo Pequeno";"Outro";"Lourinhã";"1,929 €";"OZ Energia";"Gasóleo especial";"2026-07-03 21:00";"Lisboa";"E.N. 247, Nº1 ";"Reguengo Pequeno";"2530-694";39.2799;-9.240119
"OZ ENERGIA Reguengo Pequeno";"Outro";"Lourinhã";"1,879 €";"OZ Energia";"Gasóleo simples";"2026-07-03 21:00";"Lisboa";"E.N. 247, Nº1 ";"Reguengo Pequeno";"2530-694";39.2799;-9.240119
"OZ ENERGIA Reguengo Pequeno";"Outro";"Lourinhã";"1,939 €";"OZ Energia";"Gasolina simples 95";"2026-07-03 21:00";"Lisboa";"E.N. 247, Nº1 ";"Reguengo Pequeno";"2530-694";39.2799;-9.240119
"Posto BP Aveiro Forca";"Outro";"Aveiro";"1,839 €";"BP";"Gasóleo simples";"2026-07-03 21:25";"Aveiro";"Av. Francisco Sá Carneiro Forca";"Aveiro";"3810-265";40.637491;-8.639779
"Posto BP Aveiro Forca";"Outro";"Aveiro";"2,029 €";"BP";"Gasóleo especial";"2026-07-03 21:25";"Aveiro";"Av. Francisco Sá Carneiro Forca";"Aveiro";"3810-265";40.637491;-8.639779
"Posto BP Aveiro Forca";"Outro";"Aveiro";"1,929 €";"BP";"Gasolina simples 95";"2026-07-03 21:25";"Aveiro";"Av. Francisco Sá Carneiro Forca";"Aveiro";"3810-265";40.637491;-8.639779
"Posto BP Aveiro Forca";"Outro";"Aveiro";"2,199 €";"BP";"Gasolina especial 98";"2026-07-03 21:25";"Aveiro";"Av. Francisco Sá Carneiro Forca";"Aveiro";"3810-265";40.637491;-8.639779
"Araujo & Ramos,  Lda";"Outro";"Penamacor";"1,830 €";"Genérico";"Gasóleo especial";"2026-07-03 22:35";"Castelo Branco";"Estrada Nacional - Sitio do Areeiro";"Penamacor";"6090-000";40.162777;-7.186296
"Araujo & Ramos,  Lda";"Outro";"Penamacor";"1,800 €";"Genérico";"Gasóleo simples";"2026-07-03 22:35";"Castelo Branco";"Estrada Nacional - Sitio do Areeiro";"Penamacor";"6090-000";40.162777;-7.186296
"Araujo & Ramos,  Lda";"Outro";"Penamacor";"1,900 €";"Genérico";"Gasolina simples 95";"2026-07-03 22:35";"Castelo Branco";"Estrada Nacional - Sitio do Areeiro";"Penamacor";"6090-000";40.162777;-7.186296
"Daniel Vicente Francisco - PA Galp Carris";"Outro";"Alcobaça";"1,820 €";"GALP";"Gasóleo simples";"2026-07-03 23:05";"Leiria";"Rua da Igreja, Nº55 - Carris";"Carris";"2460-480";39.49978;-8.95319
"Daniel Vicente Francisco - PA Galp Carris";"Outro";"Alcobaça";"1,890 €";"GALP";"Gasolina simples 95";"2026-07-03 23:05";"Leiria";"Rua da Igreja, Nº55 - Carris";"Carris";"2460-480";39.49978;-8.95319
"Daniel Vicente Francisco - PA Galp Carris";"Outro";"Alcobaça";"1,900 €";"GALP";"Gasóleo especial";"2026-07-03 23:05";"Leiria";"Rua da Igreja, Nº55 - Carris";"Carris";"2460-480";39.49978;-8.95319
"ASOTA-EXP.A.S.COMB.LUB.OTA LDA";"Outro";"Alenquer";"1,824 €";"GALP";"Gasóleo simples";"2026-07-04 00:00";"Lisboa";"IC2 Km 41 - Ota";"Ota";"2580-243";39.09391;-8.99221
"ASOTA-EXP.A.S.COMB.LUB.OTA LDA";"Outro";"Alenquer";"1,874 €";"GALP";"Gasóleo especial";"2026-07-04 00:00";"Lisboa";"IC2 Km 41 - Ota";"Ota";"2580-243";39.09391;-8.99221
"ASOTA-EXP.A.S.COMB.LUB.OTA LDA";"Outro";"Alenquer";"1,914 €";"GALP";"Gasolina simples 95";"2026-07-04 00:00";"Lisboa";"IC2 Km 41 - Ota";"Ota";"2580-243";39.09391;-8.99221
"GALP Lavra. - 15006";"Outro";"Matosinhos";"1,824 €";"GALP";"Gasóleo simples";"2026-07-04 00:00";"Porto";"Posto Galp-R.Angeiras 72";"Lavra";"4455-035";41.26519;-8.7269
"GALP Lavra. - 15006";"Outro";"Matosinhos";"1,879 €";"GALP";"Gasóleo especial";"2026-07-04 00:00";"Porto";"Posto Galp-R.Angeiras 72";"Lavra";"4455-035";41.26519;-8.7269
"GALP Lavra. - 15006";"Outro";"Matosinhos";"1,914 €";"GALP";"Gasolina simples 95";"2026-07-04 00:00";"Porto";"Posto Galp-R.Angeiras 72";"Lavra";"4455-035";41.26519;-8.7269
"ABSOLUTEFICAZ - COMBUSTÍVEIS, LDA (REPSOL-MATOSINHOS-AV.D.AFONSO HENRIQUES)";"Outro";"Matosinhos";"1,844 €";"REPSOL";"Gasóleo simples";"2026-07-04 00:00";"Porto";"AV D. AFONSO HENRIQUES, 1580";"Matosinhos";"4450-013";41.17501;-8.681256
"ABSOLUTEFICAZ - COMBUSTÍVEIS, LDA (REPSOL-MATOSINHOS-AV.D.AFONSO HENRIQUES)";"Outro";"Matosinhos";"1,914 €";"REPSOL";"Gasóleo especial";"2026-07-04 00:00";"Porto";"AV D. AFONSO HENRIQUES, 1580";"Matosinhos";"4450-013";41.17501;-8.681256
"ABSOLUTEFICAZ - COMBUSTÍVEIS, LDA (REPSOL-MATOSINHOS-AV.D.AFONSO HENRIQUES)";"Outro";"Matosinhos";"1,929 €";"REPSOL";"Gasolina simples 95";"2026-07-04 00:00";"Porto";"AV D. AFONSO HENRIQUES, 1580";"Matosinhos";"4450-013";41.17501;-8.681256
"ABSOLUTEFICAZ - COMBUSTÍVEIS, LDA (REPSOL-MATOSINHOS-AV.D.AFONSO HENRIQUES)";"Outro";"Matosinhos";"2,129 €";"REPSOL";"Gasolina especial 98";"2026-07-04 00:00";"Porto";"AV D. AFONSO HENRIQUES, 1580";"Matosinhos";"4450-013";41.17501;-8.681256
"REPSOL Matosinhos - IP4";"Outro";"Matosinhos";"1,844 €";"REPSOL";"Gasóleo simples";"2026-07-04 00:00";"Porto";"PROLONGAMENTO DA AVENIDA REPÚBLICA, S/N";"Matosinhos";"4450-130";41.18254;-8.676889
"REPSOL Matosinhos - IP4";"Outro";"Matosinhos";"1,914 €";"REPSOL";"Gasóleo especial";"2026-07-04 00:00";"Porto";"PROLONGAMENTO DA AVENIDA REPÚBLICA, S/N";"Matosinhos";"4450-130";41.18254;-8.676889
"REPSOL Matosinhos - IP4";"Outro";"Matosinhos";"1,929 €";"REPSOL";"Gasolina simples 95";"2026-07-04 00:00";"Porto";"PROLONGAMENTO DA AVENIDA REPÚBLICA, S/N";"Matosinhos";"4450-130";41.18254;-8.676889
"BP Gondomar Estrada D. Miguel";"Outro";"Gondomar";"1,909 €";"BP";"Gasóleo simples";"2026-07-04 00:00";"Porto";"Estrada Dom Miguel";"São Pedro da Cova";"4510-249";41.137436;-8.518573
"BP Gondomar Estrada D. Miguel";"Outro";"Gondomar";"1,999 €";"BP";"Gasolina simples 95";"2026-07-04 00:00";"Porto";"Estrada Dom Miguel";"São Pedro da Cova";"4510-249";41.137436;-8.518573
"BP Gondomar Estrada D. Miguel";"Outro";"Gondomar";"2,029 €";"BP";"Gasóleo especial";"2026-07-04 00:00";"Porto";"Estrada Dom Miguel";"São Pedro da Cova";"4510-249";41.137436;-8.518573
"BP Gondomar Estrada D. Miguel";"Outro";"Gondomar";"2,199 €";"BP";"Gasolina especial 98";"2026-07-04 00:00";"Porto";"Estrada Dom Miguel";"São Pedro da Cova";"4510-249";41.137436;-8.518573
"GALP Mem Martins (Coudel)";"Outro";"Sintra";"1,844 €";"GALP";"Gasóleo simples";"2026-07-04 00:00";"Lisboa";"Rua do Coudel";"Algueirão";"2725-037";38.786724;-9.345892
"GALP Mem Martins (Coudel)";"Outro";"Sintra";"1,894 €";"GALP";"Gasóleo especial";"2026-07-04 00:00";"Lisboa";"Rua do Coudel";"Algueirão";"2725-037";38.786724;-9.345892
"GALP Mem Martins (Coudel)";"Outro";"Sintra";"1,929 €";"GALP";"Gasolina simples 95";"2026-07-04 00:00";"Lisboa";"Rua do Coudel";"Algueirão";"2725-037";38.786724;-9.345892
"REPSOL Aldeia da Ponte E0956";"Outro";"Sabugal";"1,834 €";"REPSOL";"Gasóleo simples";"2026-07-04 00:00";"Guarda";"EN 233 3";"Aldeia da Ponte";"6320-031";40.40975;-6.87469
"REPSOL Aldeia da Ponte E0956";"Outro";"Sabugal";"1,894 €";"REPSOL";"Gasóleo especial";"2026-07-04 00:00";"Guarda";"EN 233 3";"Aldeia da Ponte";"6320-031";40.40975;-6.87469
"REPSOL Aldeia da Ponte E0956";"Outro";"Sabugal";"1,919 €";"REPSOL";"Gasolina simples 95";"2026-07-04 00:00";"Guarda";"EN 233 3";"Aldeia da Ponte";"6320-031";40.40975;-6.87469
"REPSOL Aldeia da Ponte E0956";"Outro";"Sabugal";"2,109 €";"REPSOL";"Gasolina especial 98";"2026-07-04 00:00";"Guarda";"EN 233 3";"Aldeia da Ponte";"6320-031";40.40975;-6.87469
"REPSOL Sabugal E0955";"Outro";"Sabugal";"1,834 €";"REPSOL";"Gasóleo simples";"2026-07-04 00:00";"Guarda";"Rua do Emigrante 2C Vale Carreta";"Sabugal";"6320-371";40.353645;-7.077114
"REPSOL Sabugal E0955";"Outro";"Sabugal";"1,894 €";"REPSOL";"Gasóleo especial";"2026-07-04 00:00";"Guarda";"Rua do Emigrante 2C Vale Carreta";"Sabugal";"6320-371";40.353645;-7.077114
"REPSOL Sabugal E0955";"Outro";"Sabugal";"1,919 €";"REPSOL";"Gasolina simples 95";"2026-07-04 00:00";"Guarda";"Rua do Emigrante 2C Vale Carreta";"Sabugal";"6320-371";40.353645;-7.077114
"REPSOL Sabugal E0955";"Outro";"Sabugal";"2,109 €";"REPSOL";"Gasolina especial 98";"2026-07-04 00:00";"Guarda";"Rua do Emigrante 2C Vale Carreta";"Sabugal";"6320-371";40.353645;-7.077114
"REPSOL Vilar Formoso E0905";"Outro";"Almeida";"1,834 €";"REPSOL";"Gasóleo simples";"2026-07-04 00:00";"Guarda";"EN 16 (Av. Tílias)";"Vilar Formoso";"6355-339";40.61075;-6.83067
"REPSOL Vilar Formoso E0905";"Outro";"Almeida";"1,894 €";"REPSOL";"Gasóleo especial";"2026-07-04 00:00";"Guarda";"EN 16 (Av. Tílias)";"Vilar Formoso";"6355-339";40.61075;-6.83067
"REPSOL Vilar Formoso E0905";"Outro";"Almeida";"1,919 €";"REPSOL";"Gasolina simples 95";"2026-07-04 00:00";"Guarda";"EN 16 (Av. Tílias)";"Vilar Formoso";"6355-339";40.61075;-6.83067
"GALP Mortágua";"Outro";"Mortágua";"1,864 €";"GALP";"Gasóleo simples";"2026-07-04 00:00";"Viseu";"Avenida Infante D. Henrique, 103A - Vale de Açores";"Vale de Açores";"3450-202";40.3902;-8.247742
"GALP Mortágua";"Outro";"Mortágua";"1,914 €";"GALP";"Gasóleo especial";"2026-07-04 00:00";"Viseu";"Avenida Infante D. Henrique, 103A - Vale de Açores";"Vale de Açores";"3450-202";40.3902;-8.247742
"GALP Mortágua";"Outro";"Mortágua";"1,954 €";"GALP";"Gasolina simples 95";"2026-07-04 00:00";"Viseu";"Avenida Infante D. Henrique, 103A - Vale de Açores";"Vale de Açores";"3450-202";40.3902;-8.247742
"PA Parceiros de Igreja - TNV";"Outro";"Torres Novas";"1,909 €";"Genérico";"Gasóleo simples";"2026-07-04 00:00";"Santarém";"Rua Nossa Senhora das Neves, S/N";"Parceiros de Igreja";"2350-213";39.45873;-8.609443
"PA Parceiros de Igreja - TNV";"Outro";"Torres Novas";"1,969 €";"Genérico";"Gasolina simples 95";"2026-07-04 00:00";"Santarém";"Rua Nossa Senhora das Neves, S/N";"Parceiros de Igreja";"2350-213";39.45873;-8.609443
"GALP Póvoa de Santa Iria MSRI";"Outro";"Vila Franca de Xira";"1,844 €";"GALP";"Gasóleo simples";"2026-07-04 00:00";"Lisboa";"EN 10 km 133";"Póvoa de Santa Iria";"2625-122";38.85916;-9.067583
"GALP Póvoa de Santa Iria MSRI";"Outro";"Vila Franca de Xira";"1,894 €";"GALP";"Gasóleo especial";"2026-07-04 00:00";"Lisboa";"EN 10 km 133";"Póvoa de Santa Iria";"2625-122";38.85916;-9.067583
"GALP Póvoa de Santa Iria MSRI";"Outro";"Vila Franca de Xira";"1,929 €";"GALP";"Gasolina simples 95";"2026-07-04 00:00";"Lisboa";"EN 10 km 133";"Póvoa de Santa Iria";"2625-122";38.85916;-9.067583
"GALP CASCAIS sentido Lisboa/Cobre";"Outro";"Cascais";"1,844 €";"GALP";"Gasóleo simples";"2026-07-04 00:00";"Lisboa";"Avenida Eng. Adelino Amaro da Costa";"Cascais";"2750-281";38.710285;-9.436324
"GALP CASCAIS sentido Lisboa/Cobre";"Outro";"Cascais";"1,894 €";"GALP";"Gasóleo especial";"2026-07-04 00:00";"Lisboa";"Avenida Eng. Adelino Amaro da Costa";"Cascais";"2750-281";38.710285;-9.436324
"GALP CASCAIS sentido Lisboa/Cobre";"Outro";"Cascais";"1,919 €";"GALP";"Gasolina simples 95";"2026-07-04 00:00";"Lisboa";"Avenida Eng. Adelino Amaro da Costa";"Cascais";"2750-281";38.710285;-9.436324
"REPSOL Souto";"Outro";"Sabugal";"1,814 €";"REPSOL";"Gasóleo simples";"2026-07-04 00:00";"Guarda";"Rua do Pinhal nº 45";"Souto";"6320-680";40.353424;-6.969783
"REPSOL Souto";"Outro";"Sabugal";"1,919 €";"REPSOL";"Gasolina simples 95";"2026-07-04 00:00";"Guarda";"Rua do Pinhal nº 45";"Souto";"6320-680";40.353424;-6.969783
"REPSOL Souto";"Outro";"Sabugal";"1,874 €";"REPSOL";"Gasóleo especial";"2026-07-04 00:00";"Guarda";"Rua do Pinhal nº 45";"Souto";"6320-680";40.353424;-6.969783
"BP Tojal";"Outro";"Loures";"1,929 €";"BP";"Gasóleo simples";"2026-07-04 00:00";"Lisboa";"Rua Maria Amália Vaz de Carvalho, Casal da Confeiteira";"Santo Antão do Tojal";"2660-194";38.854717;-9.146946
"BP Tojal";"Outro";"Loures";"2,019 €";"BP";"Gasolina simples 95";"2026-07-04 00:00";"Lisboa";"Rua Maria Amália Vaz de Carvalho, Casal da Confeiteira";"Santo Antão do Tojal";"2660-194";38.854717;-9.146946
"BP Tojal";"Outro";"Loures";"2,049 €";"BP";"Gasóleo especial";"2026-07-04 00:00";"Lisboa";"Rua Maria Amália Vaz de Carvalho, Casal da Confeiteira";"Santo Antão do Tojal";"2660-194";38.854717;-9.146946
"BP Tojal";"Outro";"Loures";"2,219 €";"BP";"Gasolina especial 98";"2026-07-04 00:00";"Lisboa";"Rua Maria Amália Vaz de Carvalho, Casal da Confeiteira";"Santo Antão do Tojal";"2660-194";38.854717;-9.146946
"GALP Vale Fetal - Vale Figueira II";"Outro";"Almada";"1,824 €";"GALP";"Gasóleo simples";"2026-07-04 00:00";"Setúbal";"Quinta Conde Mascarenhas, Via 1-8";"Charneca de Caparica";"2820-652";38.6304;-9.17643
"GALP Vale Fetal - Vale Figueira II";"Outro";"Almada";"1,874 €";"GALP";"Gasóleo especial";"2026-07-04 00:00";"Setúbal";"Quinta Conde Mascarenhas, Via 1-8";"Charneca de Caparica";"2820-652";38.6304;-9.17643
"GALP Vale Fetal - Vale Figueira II";"Outro";"Almada";"1,914 €";"GALP";"Gasolina simples 95";"2026-07-04 00:00";"Setúbal";"Quinta Conde Mascarenhas, Via 1-8";"Charneca de Caparica";"2820-652";38.6304;-9.17643
"BP Ponte de Lima - A27";"Outro";"Ponte de Lima";"2,029 €";"BP";"Gasóleo especial";"2026-07-04 00:00";"Viana do Castelo";"Rua Chão de Agueiros, nº114";"Sabadão - Arcozelo";"4990-256";41.783924;-8.602038
"BP Ponte de Lima - A27";"Outro";"Ponte de Lima";"1,859 €";"BP";"Gasóleo simples";"2026-07-04 00:00";"Viana do Castelo";"Rua Chão de Agueiros, nº114";"Sabadão - Arcozelo";"4990-256";41.783924;-8.602038
"BP Ponte de Lima - A27";"Outro";"Ponte de Lima";"2,199 €";"BP";"Gasolina especial 98";"2026-07-04 00:00";"Viana do Castelo";"Rua Chão de Agueiros, nº114";"Sabadão - Arcozelo";"4990-256";41.783924;-8.602038
"BP Ponte de Lima - A27";"Outro";"Ponte de Lima";"1,949 €";"BP";"Gasolina simples 95";"2026-07-04 00:00";"Viana do Castelo";"Rua Chão de Agueiros, nº114";"Sabadão - Arcozelo";"4990-256";41.783924;-8.602038
"Ilídio Mota - Padim Graça";"Outro";"Braga";"2,155 €";"CEPSA";"Gasolina especial 98";"2026-07-04 00:00";"Braga";"Avenida do Assento, Nº44 - Padim da Graça";"Padim da Graça";"4700-646";41.56754;-8.484898
"Cooperativa Agricola de Ervedal e Figueira e Barros CRL";"Outro";"Avis";"1,919 €";"REPSOL";"Gasóleo especial";"2026-07-04 00:00";"Portalegre";"Ferragial dos Enxertos";"Ervedal";"7480-284";39.042233;-7.811782
"Posto Abastecimento REPSOL-BARCELINHOS";"Outro";"Barcelos";"1,884 €";"REPSOL";"Gasóleo simples";"2026-07-04 00:00";"Braga";"Lugar de Mereces-Barcelinhos";"Barcelos";"4755-064";41.5199;-8.63303
"Posto Abastecimento REPSOL-BARCELINHOS";"Outro";"Barcelos";"1,954 €";"REPSOL";"Gasóleo especial";"2026-07-04 00:00";"Braga";"Lugar de Mereces-Barcelinhos";"Barcelos";"4755-064";41.5199;-8.63303
"Posto Abastecimento REPSOL-BARCELINHOS";"Outro";"Barcelos";"1,969 €";"REPSOL";"Gasolina simples 95";"2026-07-04 00:00";"Braga";"Lugar de Mereces-Barcelinhos";"Barcelos";"4755-064";41.5199;-8.63303
"Posto Abastecimento REPSOL-BARCELINHOS";"Outro";"Barcelos";"2,169 €";"REPSOL";"Gasolina especial 98";"2026-07-04 00:00";"Braga";"Lugar de Mereces-Barcelinhos";"Barcelos";"4755-064";41.5199;-8.63303
"BP - GUISANDE, S.M. FEIRA";"Outro";"Santa Maria da Feira";"2,199 €";"BP";"Gasolina especial 98";"2026-07-04 00:00";"Aveiro";"Rua de Fornos nº370";"Guisande";"4525-323";40.9781;-8.48164
"GALP Sobreda - Vale Figueira I";"Outro";"Almada";"1,824 €";"GALP";"Gasóleo simples";"2026-07-04 00:00";"Setúbal";"Posto Galp - Rua General Humberto Delgado";"Charneca de Caparica";"2820-652";38.63525;-9.17666
"GALP Sobreda - Vale Figueira I";"Outro";"Almada";"1,874 €";"GALP";"Gasóleo especial";"2026-07-04 00:00";"Setúbal";"Posto Galp - Rua General Humberto Delgado";"Charneca de Caparica";"2820-652";38.63525;-9.17666
"GALP Sobreda - Vale Figueira I";"Outro";"Almada";"1,914 €";"GALP";"Gasolina simples 95";"2026-07-04 00:00";"Setúbal";"Posto Galp - Rua General Humberto Delgado";"Charneca de Caparica";"2820-652";38.63525;-9.17666
"GALP Sobreda - Vale Figueira I";"Outro";"Almada";"2,124 €";"GALP";"Gasolina especial 98";"2026-07-04 00:00";"Setúbal";"Posto Galp - Rua General Humberto Delgado";"Charneca de Caparica";"2820-652";38.63525;-9.17666
"GALP Esmoriz - Gondesende";"Outro";"Ovar";"2,124 €";"GALP";"Gasolina especial 98";"2026-07-04 00:00";"Aveiro";"Rua de Gondesende, 1565";"Esmoriz";"3885-500";40.972843;-8.609353
"Combustíveis 222";"Outro";"São João da Pesqueira";"2,085 €";"GALP";"Gasolina especial 98";"2026-07-04 00:00";"Viseu";"EN 222 Km 163,5(Rua da Praça nº 47)";"Ervedosa do Douro";"5130-072";41.1638;-7.47092
"BP Ponte de Lima - Arcozelo";"Outro";"Ponte de Lima";"2,199 €";"BP";"Gasolina especial 98";"2026-07-04 00:00";"Viana do Castelo";"EN 306";"Faldejães-Arcozelo";"4990-240";41.783;-8.586331
"BP GILMONDE";"Outro";"Barcelos";"2,199 €";"BP";"Gasolina especial 98";"2026-07-04 00:00";"Braga";"EN 205 Km 19,53";"Gilmonde";"4750-000";41.51351;-8.65057
"Garagem da Bela Vista,Lda";"Outro";"Vila Franca de Xira";"2,139 €";"GALP";"Gasolina especial 98";"2026-07-04 00:00";"Lisboa";"EN 10 nº58 a 68 (km 133,28)";"Póvoa de Santa Iría";"2625-122";38.86256;-9.06379
"BP Marinha Grande";"Outro";"Marinha Grande";"2,199 €";"BP";"Gasolina especial 98";"2026-07-04 00:00";"Leiria";"Av. Dr. José Henriques Vareda nº8";"Marinha Grande";"2430-307";39.745975;-8.934596
"PA CEPSA Portela - Requião";"Outro";"Vila Nova de Famalicão";"2,095 €";"CEPSA";"Gasolina especial 98";"2026-07-04 00:00";"Braga";"AV. São Silvestre de Requião, Nº2561 – Famalicão";"Requião";"4770-460";41.41369;-8.464051
"Cepsa Orfãos- II- (Nascente)";"Outro";"Braga";"2,155 €";"MOEVE";"Gasolina especial 98";"2026-07-04 00:00";"Braga";"Av. Cónego Jorge Peixoto Coutinho- variante 14";"Braga";"4700-000";41.542747;-8.439816
"PETROLINOS, LDA";"Outro";"Seixal";"1,844 €";"GALP";"Gasóleo simples";"2026-07-04 00:00";"Setúbal";"Av. 1º Maio - Estrada Nacional 10 Km 10.7 - Lado Esq.";"Fogueteiro";"2840-647";38.61353;-9.108171
"PETROLINOS, LDA";"Outro";"Seixal";"1,894 €";"GALP";"Gasóleo especial";"2026-07-04 00:00";"Setúbal";"Av. 1º Maio - Estrada Nacional 10 Km 10.7 - Lado Esq.";"Fogueteiro";"2840-647";38.61353;-9.108171
"PETROLINOS, LDA";"Outro";"Seixal";"1,919 €";"GALP";"Gasolina simples 95";"2026-07-04 00:00";"Setúbal";"Av. 1º Maio - Estrada Nacional 10 Km 10.7 - Lado Esq.";"Fogueteiro";"2840-647";38.61353;-9.108171
"GALP Linhó";"Outro";"Sintra";"1,824 €";"GALP";"Gasóleo simples";"2026-07-04 00:00";"Lisboa";"P.Galp - E.N.9 ao Km.7,600 - S. Pedro de Penaferrim";"Linhó";"2710-323";38.75701;-9.387909
"GALP Linhó";"Outro";"Sintra";"1,874 €";"GALP";"Gasóleo especial";"2026-07-04 00:00";"Lisboa";"P.Galp - E.N.9 ao Km.7,600 - S. Pedro de Penaferrim";"Linhó";"2710-323";38.75701;-9.387909
"GALP Linhó";"Outro";"Sintra";"1,914 €";"GALP";"Gasolina simples 95";"2026-07-04 00:00";"Lisboa";"P.Galp - E.N.9 ao Km.7,600 - S. Pedro de Penaferrim";"Linhó";"2710-323";38.75701;-9.387909
"Ilídio Mota - Vila Verde";"Outro";"Vila Verde";"2,155 €";"CEPSA";"Gasolina especial 98";"2026-07-04 00:00";"Braga";"Avenida António Sergio, EN 101 Km 79,700 D";"Vila Verde";"4730-710";41.64058;-8.435425
